"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SI_02_GRANT_US_ORG_EIN","SI_02_GRANT_US_ORG_IRC_SECTION","SI_02_GRANT_US_ORG_AMT_CASH","SI_02_GRANT_US_ORG_PURPOSE","SI_02_GRANT_US_ORG_AMT_NONCSH","SI_02_GRANT_US_ORG_MOV","SI_02_GRANT_US_ORG_DESC_NONCSH"
"201302249349300100","530205889","American Association of Museums","2012","990","https://s3.amazonaws.com/irs-form-990/201302249349300100_public.xml","204874389","501(c)(3)","65000","Members of three immigrant communities share their experiences of identity, assimilation, and discrimination through dialogue and public programs while an interactive installation at each museum collects visitors' personal reflections and opinions on immigration.",NA,NA,NA
"201302249349300100","530205889","American Association of Museums","2012","990","https://s3.amazonaws.com/irs-form-990/201302249349300100_public.xml","580965786","501(c)(3)","28568","Citizens of Georgia and Casablanca explored what it means to be Muslim in the U.S. and Morocco by collecting oral histories and sharing their findings with members of their own communities and with their partners abroad in hopes of moving beyond stereotypes and judgment.",NA,NA,NA
"201302249349300100","530205889","American Association of Museums","2012","990","https://s3.amazonaws.com/irs-form-990/201302249349300100_public.xml","362512404","501(c)(3)","36083","""Middle school students conduct original conservation research projects that explore concepts in animal behavior and ecological biodiversity. As they share their findings, they learn about the similarities and differences between their local wildlife experiences and their cultures.""",NA,NA,NA
"201302249349300100","530205889","American Association of Museums","2012","990","https://s3.amazonaws.com/irs-form-990/201302249349300100_public.xml","721136273","501(c)(3)","22480","Not Just Another Brick in the Wall: Engaging Italian and American Teens harnessed the creativity of gifted high school students in conjunction with Parco Astronomico InfiniTo in Pino Torinese, Italy and Sci-Port: Louisiana's Science Center in Shreveport, LA to create a new planetarium rock opera via web-based media and face-to-face exchanges.",NA,NA,NA
"201302249349300100","530205889","American Association of Museums","2012","990","https://s3.amazonaws.com/irs-form-990/201302249349300100_public.xml","880392763","501(c)(3)","115333","Students living near former nuclear-testing sites collected oral histories and radiation data, interpreted the lingering effects of the testing and explored how their two very different societies respond to their common challenges.",NA,NA,NA
"201302249349300100","530205889","American Association of Museums","2012","990","https://s3.amazonaws.com/irs-form-990/201302249349300100_public.xml","232434447","501(c)(3)","125611","A diverse group of high school students from Philadelphia and Afghanistan captured images reflecting their interpretations of concepts such as dissent, freedom, and democracy in their countries. The photos turned into an exhibition that highlighted the amazing similarities the students found between citizens of these two very different multi-ethnic societies.",NA,NA,NA
"201302249349300100","530205889","American Association of Museums","2012","990","https://s3.amazonaws.com/irs-form-990/201302249349300100_public.xml","990337979","501(c)(3)","11000","Using the era of American-Chinese collaboration in the 1940s as a backdrop, high school students act as amateur historians, conducting research on the American Volunteer Group/Flying Tigers of the Chinese Air Force and interviewing elders in their communities about World War II and its impact.",NA,NA,NA
"201302249349300100","530205889","American Association of Museums","2012","990","https://s3.amazonaws.com/irs-form-990/201302249349300100_public.xml","930391604","501(c)(3)","50000","Middle school students engage in a year-long dialogue about their heritage, community and traditions by telling stories about objects, both their own personal possessions and those in the museums' collections. Using these objects as a starting point, the youth share information about people, places, events and personalities important to them and to their larger communities.",NA,NA,NA
"201302249349300100","530205889","American Association of Museums","2012","990","https://s3.amazonaws.com/irs-form-990/201302249349300100_public.xml","431027364","501(c)(3)","42000","Youth from three urban centers join forces with community organizers to lead learning events on urban gardening, native pollinators and artistic creation. Teams of participants then work together to design and build citizen-managed gardens and pollinator habitats on vacant or abandoned land in each city.",NA,NA,NA
"201302249349300100","530205889","American Association of Museums","2012","990","https://s3.amazonaws.com/irs-form-990/201302249349300100_public.xml","530206027","501(c)(3)","13050","Youth in El Salvador and Salvadoran-American youth used art as a means to communicate about themes such as self, family, tradition, community and migration while creating awareness of their personal and collective identities and cultural heritage.",NA,NA,NA
"201302249349300100","530205889","American Association of Museums","2012","990","https://s3.amazonaws.com/irs-form-990/201302249349300100_public.xml","942506626","501(c)(3)","79000","Teenagers living near the Demilitarized Zone in Korea and in neighborhoods affected by the Norteno-Sureno gang warfare in northern California explore the realities of one another's lives, reconsider their environments from the perspectives of their peers abroad and create collaborative art that reflects their circumstances, identities and communities.",NA,NA,NA
"201941929349301239","742889827","EL PASO MUSEUM OF ART FOUNDATION","2018","990","https://s3.amazonaws.com/irs-form-990/201941929349301239_public.xml","746000749",NA,"293667","GENERAL MUSEUM SUPPORT: RECEPTIONS, RENOVATIONS, WEBSITE DEVELOPMENT, PRINTING & PUBLICATIONS, TRAVEL, OTHER MISC.",NA,NA,NA
"201941929349301239","742889827","EL PASO MUSEUM OF ART FOUNDATION","2018","990","https://s3.amazonaws.com/irs-form-990/201941929349301239_public.xml","746000749",NA,"25000","SUPPLEMENT WAGES FOR MUSEUM DIRECTOR",NA,NA,NA
"201941929349301239","742889827","EL PASO MUSEUM OF ART FOUNDATION","2018","990","https://s3.amazonaws.com/irs-form-990/201941929349301239_public.xml","746000749",NA,"18000","SUPPLEMENT FUNDS FOR INDIVIDUAL GRANTS PAID BY MUSEUM.",NA,NA,NA
"201130129349300818","850202503","MUSEUM OF NEW MEXICO FOUNDATION","2009","990","https://s3.amazonaws.com/irs-form-990/201130129349300818_public.xml",NA,NA,"2541696","SUPPORT FOR THE MUSEUM OF NEW MEXICO",NA,NA,NA
"201123479349300207","391969167","MADISON MUSEUM OF CONTEMPORARY ART","2010","990","https://s3.amazonaws.com/irs-form-990/201123479349300207_public.xml","391133513","501(C)(3)","382140","EXCLUSIVE BENEFIT OF THE MADISON MUSEUM OF CONTEMPORARY ART, INC.",NA,NA,NA
"201933319349301403","042161893","AMERICAN ORCHID SOCIETY INC","2018","990","https://s3.amazonaws.com/irs-form-990/201933319349301403_public.xml","581353149","GOV","8659","ORCHID RESEARCH",NA,NA,NA
"201933319349301403","042161893","AMERICAN ORCHID SOCIETY INC","2018","990","https://s3.amazonaws.com/irs-form-990/201933319349301403_public.xml","530206027","GOV","10000","ORCHID RESEARCH",NA,NA,NA
"201831359349310333","541027436","VIRGINIA MUSEUM OF TRANSPORTATION INC","2016","990","https://s3.amazonaws.com/irs-form-990/201831359349310333_public.xml","541979559","501(C)(3)","2500","TO PROVIDE ASSISTANCE TO ORGANIZATION",NA,"N/A","N/A"
"201831349349306873","205039673","VIRGINIA SPORTS HALL OF FAME FOUNDATION","2016","990","https://s3.amazonaws.com/irs-form-990/201831349349306873_public.xml","237349939","501(C)(3)","661089","FUNDRAISING IN SUPPORT OF AFFILIATED 501(C)(3) ORGANIZATION'S PROGRAMS",NA,NA,NA
