"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SR_05_TRANSAC_TYPE","SR_05_TRANSAC_AMT_INVOLVED","SR_05_TRANSAC_METHOD_DETERMIN","SR_05_TRANSAC_NAME_L1"
"201232929349300218","042203829","LONGYEAR FOUNDATION","2011","990","https://s3.amazonaws.com/irs-form-990/201232929349300218_public.xml","M",NA,NA,"FOUR HUNDRED BEACON CORPORATION"
"201232929349300218","042203829","LONGYEAR FOUNDATION","2011","990","https://s3.amazonaws.com/irs-form-990/201232929349300218_public.xml","R","462925","FAIR VALUE","MARY BEECHER LONGYEAR TRUST"
"201943019349300344","870275715","SPRINGVILLE MUSEUM OF ART","2018","990","https://s3.amazonaws.com/irs-form-990/201943019349300344_public.xml","N",NA,NA,"SPRINGVILLE CITY"
"201943019349300344","870275715","SPRINGVILLE MUSEUM OF ART","2018","990","https://s3.amazonaws.com/irs-form-990/201943019349300344_public.xml","O",NA,NA,"SPRINGVILLE CITY"
"201943019349300344","870275715","SPRINGVILLE MUSEUM OF ART","2018","990","https://s3.amazonaws.com/irs-form-990/201943019349300344_public.xml","Q","105973","COSTS INCURRED","SPRINGVILLE CITY"
"201311339349304006","752307639","FORT WORTH MODERN ART MUSEUM ASSOCIATION","2011","990","https://s3.amazonaws.com/irs-form-990/201311339349304006_public.xml","C","90000","CASH","FORT WORTH ART ASSOCIATION"
"201521359349305452","300198991","HOUSTON MASONIC LIBRARY AND MUSEUM FOUNDATION","2013","990","https://s3.amazonaws.com/irs-form-990/201521359349305452_public.xml","K","3146","CHECK PAYMENTS","ANCIENT FREE AND ACCEPTED MASONS OF 329 GRAY"
"201521359349305452","300198991","HOUSTON MASONIC LIBRARY AND MUSEUM FOUNDATION","2013","990","https://s3.amazonaws.com/irs-form-990/201521359349305452_public.xml","N",NA,"N/A","ANCIENT FREE AND ACCEPTED MASONS OF 329 GRAY"
"201910749349300121","941696494","THE EXPLORATORIUM","2017","990","https://s3.amazonaws.com/irs-form-990/201910749349300121_public.xml","A","1","CASH","EXPLORATORIUM PROJECT LLC"
"201910749349300121","941696494","THE EXPLORATORIUM","2017","990","https://s3.amazonaws.com/irs-form-990/201910749349300121_public.xml","E","34714051","CASH","EXPLORATORIUM PROJECT LLC"
"201910749349300121","941696494","THE EXPLORATORIUM","2017","990","https://s3.amazonaws.com/irs-form-990/201910749349300121_public.xml","S","3722832","CASH","EXPLORATORIUM PROJECT LLC"
"202011269349301556","742226522","MASONIC GRAND LODGE LIBRARY & MUSEUM OF","2018","990","https://s3.amazonaws.com/irs-form-990/202011269349301556_public.xml","J","150000","FAIR RENTAL VALUE","GRAND LODGE OF TEXAS"
"202011269349301556","742226522","MASONIC GRAND LODGE LIBRARY & MUSEUM OF","2018","990","https://s3.amazonaws.com/irs-form-990/202011269349301556_public.xml","J","12000","FAIR RENTAL VALUE","GRAND CHAPTER OF ROYAL ARCH MASONS OF TEXAS"
"202011269349301556","742226522","MASONIC GRAND LODGE LIBRARY & MUSEUM OF","2018","990","https://s3.amazonaws.com/irs-form-990/202011269349301556_public.xml","J","8000","FAIR RENTAL VALUE","GRAND COUNCIL OF ROYAL AND SELECT MASTER OF TEXAS"
"201502889349301380","060811776","Lockwood-Mathews Mansion Museum of Norwalk Inc","2014","990","https://s3.amazonaws.com/irs-form-990/201502889349301380_public.xml","B","14400","Cash Grant","Lockwood Mathews Foundation"
"202010719349300721","591709542","MUSEUM OF DISCOVERY AND SCIENCE INC","2018","990","https://s3.amazonaws.com/irs-form-990/202010719349300721_public.xml","D","1018339",NA,"PROJECT DISCOVERY INC"
"202010719349300721","591709542","MUSEUM OF DISCOVERY AND SCIENCE INC","2018","990","https://s3.amazonaws.com/irs-form-990/202010719349300721_public.xml","D","43197",NA,"THE NEW WORLD AQUARIUM INC"
"201400989349300805","133376265","MUSEUM OF JEWISH HERITAGE - AMENDED RETURN","2012","990","https://s3.amazonaws.com/irs-form-990/201400989349300805_public.xml","1B","564740","FMV","AUSCHWITZ JEWISH CENTER FOUNDATION INC"
"201643019349300984","272920016","PEORIA RIVERFRONT MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201643019349300984_public.xml","c","346024","Cash","Peoria Riverfront Museum Foundation"
"201643019349300984","272920016","PEORIA RIVERFRONT MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201643019349300984_public.xml","b","500000","Cash","Peoria Riverfront Museum Foundation"
"201831359349311113","272199258","NEUROSCIENCE CENTERS OF FLORIDA FOUNDATION I","2016","990","https://s3.amazonaws.com/irs-form-990/201831359349311113_public.xml","O","5607","COST","MIAMI DADE STROKE CONSORTIUM INC"
"201502279349300800","461002416","AUSTIN CHILDREN'S MUSEUM HOLDINGS INC","2013","990","https://s3.amazonaws.com/irs-form-990/201502279349300800_public.xml","j","629957","FMV","AUSTIN CHILDREN'S MUSEUM INC"
"201541329349301814","352210117","RAHR WEST ART MUSEUM CHARITABLE FOUNDATION INC","2014","990","https://s3.amazonaws.com/irs-form-990/201541329349301814_public.xml","B","16955","ACTUAL","CITY OF MANITOWOC WISCONSIN"
"201933189349306553","850437114","GEORGIA O'KEEFFE MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/201933189349306553_public.xml","D","53946","BALANCE SHEET RECEIVABLE","RECEIVABLE FROM GOKMI"
"201933189349306553","850437114","GEORGIA O'KEEFFE MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/201933189349306553_public.xml","D","7988054","BALANCE SHEET PAYABLE","PAYABLE TO THE SUPPORTING ORGANIZATION"
"202042879349301814","470556061","THE DURHAM MUSEUM","2019","990","https://s3.amazonaws.com/irs-form-990/202042879349301814_public.xml","C","3524985","CASH RECEIVED FROM FOUNDATION","THE DURHAM MUSEUM FOUNDATION"
"201821359349304747","750808774","Dallas Museum of Art","2016","990","https://s3.amazonaws.com/irs-form-990/201821359349304747_public.xml",NA,NA,NA,"NA"
