"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","F9_08_REV_PROG_DESC","F9_08_REV_PROG_BIZCODE","F9_08_REV_PROG_TOT","F9_08_REV_PROG_RLTD","F9_08_REV_PROG_UBIZ","F9_08_REV_PROG_EXCL"
"202041979349303114","131624098","MUSEUM OF THE CITY OF NEW YORK","2018","990","https://s3.amazonaws.com/irs-form-990/202041979349303114_public.xml","LICENSING AND OTHER FEES","713990","433293","433293",NA,NA
"201632149349300118","590838924","TALLAHASSEE MUSEUM OF HISTORY AND","2014","990","https://s3.amazonaws.com/irs-form-990/201632149349300118_public.xml","ADMISSIONS","900099","993609","993609",NA,NA
"201632149349300118","590838924","TALLAHASSEE MUSEUM OF HISTORY AND","2014","990","https://s3.amazonaws.com/irs-form-990/201632149349300118_public.xml","EDUCATION DEPARTMENT PROGRAMS","900099","302412","302412",NA,NA
"201632149349300118","590838924","TALLAHASSEE MUSEUM OF HISTORY AND","2014","990","https://s3.amazonaws.com/irs-form-990/201632149349300118_public.xml","ANNUAL MEMBERSHIP FEES","900099","184086","184086",NA,NA
"201241799349300014","430654866","MISSOURI HISTORICAL SOCIETY","2011","990","https://s3.amazonaws.com/irs-form-990/201241799349300014_public.xml","TICKET REVENUE","611600","272793","272793",NA,NA
"201241799349300014","430654866","MISSOURI HISTORICAL SOCIETY","2011","990","https://s3.amazonaws.com/irs-form-990/201241799349300014_public.xml","EDUCATION EVENTS & TOU","611600","110606","110606",NA,NA
"201241799349300014","430654866","MISSOURI HISTORICAL SOCIETY","2011","990","https://s3.amazonaws.com/irs-form-990/201241799349300014_public.xml","PUBLICATIONS","611600","26732","26732",NA,NA
"201241799349300014","430654866","MISSOURI HISTORICAL SOCIETY","2011","990","https://s3.amazonaws.com/irs-form-990/201241799349300014_public.xml","LIBRARY PHOTOS & PRINT","611600","21106","21106",NA,NA
"202130539349300123","010911124","STEPHEN J PONZILLO JR MEMORIAL LIBRARY","2019","990","https://s3.amazonaws.com/irs-form-990/202130539349300123_public.xml","MASONIC EDUC. ACADEMY","611710","7941","7941",NA,NA
"202030559349301323","742431071","NATIONAL MUSEUM OF WILDLIFE ART","2018","990","https://s3.amazonaws.com/irs-form-990/202030559349301323_public.xml","ADMISSIONS","611600","462159","462159",NA,NA
"202030559349301323","742431071","NATIONAL MUSEUM OF WILDLIFE ART","2018","990","https://s3.amazonaws.com/irs-form-990/202030559349301323_public.xml","MEMBERSHIP DUES","611600","284338","284338",NA,NA
"202030559349301323","742431071","NATIONAL MUSEUM OF WILDLIFE ART","2018","990","https://s3.amazonaws.com/irs-form-990/202030559349301323_public.xml","PROGRAM TICKETS","611600","105422","105422",NA,NA
"202030559349301323","742431071","NATIONAL MUSEUM OF WILDLIFE ART","2018","990","https://s3.amazonaws.com/irs-form-990/202030559349301323_public.xml","EDUCATIONAL PROGRAMS","611600","685","685",NA,NA
"201623169349301427","232471583","JAMES A MICHENER ART MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201623169349301427_public.xml","PROGRAM FEES","900099","274292","274292",NA,NA
"201623169349301427","232471583","JAMES A MICHENER ART MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201623169349301427_public.xml","ADMISSION FEES","713990","196891","196891",NA,NA
"201623169349301427","232471583","JAMES A MICHENER ART MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201623169349301427_public.xml","EDUCATIONAL PROGRAM","900099","3500","3500",NA,NA
"201700459349303410","954217197","ARMAND HAMMER MUSEUM OF ART AND","2015","990","https://s3.amazonaws.com/irs-form-990/201700459349303410_public.xml","EXHIBITION & PUBLICATION FEES","900099","251452","251452",NA,NA
"201700459349303410","954217197","ARMAND HAMMER MUSEUM OF ART AND","2015","990","https://s3.amazonaws.com/irs-form-990/201700459349303410_public.xml","ADMISSION","611710","31504","31504",NA,NA
"201700459349303410","954217197","ARMAND HAMMER MUSEUM OF ART AND","2015","990","https://s3.amazonaws.com/irs-form-990/201700459349303410_public.xml","CURATED TRAVEL PROGRAM","900099","40640","40640",NA,NA
"201711239349301656","850437114","GEORGIA O'KEEFFE MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201711239349301656_public.xml","ADMISSIONS","712100","1498240","1498240",NA,NA
"201711239349301656","850437114","GEORGIA O'KEEFFE MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201711239349301656_public.xml","TOURS","712100","431945","431945",NA,NA
"201711239349301656","850437114","GEORGIA O'KEEFFE MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201711239349301656_public.xml","RIGHTS AND REPRODUCTIONS","900099","81693","81693",NA,NA
"201711239349301656","850437114","GEORGIA O'KEEFFE MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201711239349301656_public.xml","CURATORIAL REIMBURSEMENTS","900099","35624","35624",NA,NA
"201711239349301656","850437114","GEORGIA O'KEEFFE MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201711239349301656_public.xml","PROGRAM FEES","712100","17460","17460",NA,NA
"201732029349300218","042104809","OLD STURBRIDGE INC","2016","990","https://s3.amazonaws.com/irs-form-990/201732029349300218_public.xml","FOOD SERVICE","900099","2518798","773573","1745225",NA
"201732029349300218","042104809","OLD STURBRIDGE INC","2016","990","https://s3.amazonaws.com/irs-form-990/201732029349300218_public.xml","ADMISSIONS","900099","1993051","1993051",NA,NA
"201732029349300218","042104809","OLD STURBRIDGE INC","2016","990","https://s3.amazonaws.com/irs-form-990/201732029349300218_public.xml","EDUCATIONAL PROGRAMS/SPECIAL EVEN","900099","1004489","1004489",NA,NA
"201732029349300218","042104809","OLD STURBRIDGE INC","2016","990","https://s3.amazonaws.com/irs-form-990/201732029349300218_public.xml","LODGING","900099","823549",NA,"823549",NA
"201732029349300218","042104809","OLD STURBRIDGE INC","2016","990","https://s3.amazonaws.com/irs-form-990/201732029349300218_public.xml","MERCHANDISE COMMISSION","900099","421380","421380","0",NA
"201620819349300102","530204620","THE PHILLIPS COLLECTION","2014","990","https://s3.amazonaws.com/irs-form-990/201620819349300102_public.xml","FEES FROM EXHIBITIONS/LOANED ART","900099","1056950","1056950",NA,NA
"201620819349300102","530204620","THE PHILLIPS COLLECTION","2014","990","https://s3.amazonaws.com/irs-form-990/201620819349300102_public.xml","MEMBERSHIP DUES","900099","1046595","1046595",NA,NA
"201620819349300102","530204620","THE PHILLIPS COLLECTION","2014","990","https://s3.amazonaws.com/irs-form-990/201620819349300102_public.xml","VISITOR FEES","900099","783347","783347",NA,NA
"201620819349300102","530204620","THE PHILLIPS COLLECTION","2014","990","https://s3.amazonaws.com/irs-form-990/201620819349300102_public.xml","FACILITY RENTAL INCOME","900099","155550","155550",NA,NA
"201620819349300102","530204620","THE PHILLIPS COLLECTION","2014","990","https://s3.amazonaws.com/irs-form-990/201620819349300102_public.xml","EDUCATIONAL PROGRAMS","900099","148100","148100",NA,NA
"201843189349301629","590896343","ORLANDO SCIENCE CENTERINC","2017","990","https://s3.amazonaws.com/irs-form-990/201843189349301629_public.xml","ADMISSIONS","712110","2687429","2687429",NA,NA
"201843189349301629","590896343","ORLANDO SCIENCE CENTERINC","2017","990","https://s3.amazonaws.com/irs-form-990/201843189349301629_public.xml","EDUCATIONAL PROGRAMS","611600","1925529","1925529",NA,NA
"201843189349301629","590896343","ORLANDO SCIENCE CENTERINC","2017","990","https://s3.amazonaws.com/irs-form-990/201843189349301629_public.xml","ANNUAL PASSHOLDER FEES","712110","1781963","1781963",NA,NA
"201222229349301242","470556061","THE DURHAM MUSEUM","2011","990","https://s3.amazonaws.com/irs-form-990/201222229349301242_public.xml","ADMISSIONS","713990","321390","321390",NA,NA
"201222229349301242","470556061","THE DURHAM MUSEUM","2011","990","https://s3.amazonaws.com/irs-form-990/201222229349301242_public.xml","MEMBERSHIP","713990","278327","278327",NA,NA
"201222229349301242","470556061","THE DURHAM MUSEUM","2011","990","https://s3.amazonaws.com/irs-form-990/201222229349301242_public.xml","EDUCATION PROGRAMS","611710","244298","244298",NA,NA
"201222229349301242","470556061","THE DURHAM MUSEUM","2011","990","https://s3.amazonaws.com/irs-form-990/201222229349301242_public.xml","PHOTO ARCHIVE","453220","24018","24018",NA,NA
"202131349349307748","201470992","SHAREWELL","2019","990","https://s3.amazonaws.com/irs-form-990/202131349349307748_public.xml","MUSEUM ADMISSIONS","900099","852072","852072",NA,NA
"202131349349307748","201470992","SHAREWELL","2019","990","https://s3.amazonaws.com/irs-form-990/202131349349307748_public.xml","RENTAL INCOME","900099","214460","214460",NA,NA
"202131349349307748","201470992","SHAREWELL","2019","990","https://s3.amazonaws.com/irs-form-990/202131349349307748_public.xml","GIFT SHOP","900099","112404","112404",NA,NA
"202131349349307748","201470992","SHAREWELL","2019","990","https://s3.amazonaws.com/irs-form-990/202131349349307748_public.xml","CAMP REVENUE","900099","95308","95308",NA,NA
"202131349349307748","201470992","SHAREWELL","2019","990","https://s3.amazonaws.com/irs-form-990/202131349349307748_public.xml","WORKSHOP REVENUE","900099","82123","82123",NA,NA
"202121319349302897","951644606","Norton Simon Museum of Art at Pasadena","2019","990","https://s3.amazonaws.com/irs-form-990/202121319349302897_public.xml","Admissions","900099","683557","683557",NA,NA
"202121319349302897","951644606","Norton Simon Museum of Art at Pasadena","2019","990","https://s3.amazonaws.com/irs-form-990/202121319349302897_public.xml","Photo Income","900099","160","160",NA,NA
"202121319349302897","951644606","Norton Simon Museum of Art at Pasadena","2019","990","https://s3.amazonaws.com/irs-form-990/202121319349302897_public.xml","Public Events","900099","9268","9268",NA,NA
"202121319349302897","951644606","Norton Simon Museum of Art at Pasadena","2019","990","https://s3.amazonaws.com/irs-form-990/202121319349302897_public.xml","Tours","900099","16875","16875",NA,NA
"201930109349301803","391033301","EAA Aviation Foundation Inc","2017","990","https://s3.amazonaws.com/irs-form-990/201930109349301803_public.xml","RENT INCOME FROM AFFILIATED ORGANIZATION","531120","1009703","1009703",NA,NA
"201130389349300118","311044073","ATHENS COUNTY HISTORICAL SOCIETY","2009","990","https://s3.amazonaws.com/irs-form-990/201130389349300118_public.xml","ADMISSIONS","712100","1733","1733",NA,NA
"201130389349300118","311044073","ATHENS COUNTY HISTORICAL SOCIETY","2009","990","https://s3.amazonaws.com/irs-form-990/201130389349300118_public.xml","COPYING REIMBURSE","712100","223","223",NA,NA
"201130389349300118","311044073","ATHENS COUNTY HISTORICAL SOCIETY","2009","990","https://s3.amazonaws.com/irs-form-990/201130389349300118_public.xml","RESEARCH","712100","715","715",NA,NA
"201130389349300118","311044073","ATHENS COUNTY HISTORICAL SOCIETY","2009","990","https://s3.amazonaws.com/irs-form-990/201130389349300118_public.xml","FFAC APP FEES","712100","150","150",NA,NA
"202001979349300205","680033227","BAY AREA DISCOVERY MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/202001979349300205_public.xml","PROGRAM FEES","713990","1989854","1989854",NA,NA
"202001979349300205","680033227","BAY AREA DISCOVERY MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/202001979349300205_public.xml","MEMBERSHIP DUES","713990","1282466","1282466",NA,NA
"202001979349300205","680033227","BAY AREA DISCOVERY MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/202001979349300205_public.xml","ADMISSIONS","713990","1044807","1044807",NA,NA
"201922039349300137","952130325","Maritime Museum Association of San Diego","2018","990","https://s3.amazonaws.com/irs-form-990/201922039349300137_public.xml","Admissions",NA,"2117011","2117011",NA,NA
"201922039349300137","952130325","Maritime Museum Association of San Diego","2018","990","https://s3.amazonaws.com/irs-form-990/201922039349300137_public.xml","Cultural events",NA,"108923","108923",NA,NA
"201922039349300137","952130325","Maritime Museum Association of San Diego","2018","990","https://s3.amazonaws.com/irs-form-990/201922039349300137_public.xml","Educational programs",NA,"691472","691472",NA,NA
"201922039349300137","952130325","Maritime Museum Association of San Diego","2018","990","https://s3.amazonaws.com/irs-form-990/201922039349300137_public.xml","Group Functions",NA,"461306",NA,"461306",NA
"201922039349300137","952130325","Maritime Museum Association of San Diego","2018","990","https://s3.amazonaws.com/irs-form-990/201922039349300137_public.xml","Miscellaneous income",NA,"99894","99894",NA,NA
"201412809349300141","222316041","THE AMERICAN FRIENDS OF THE GHETTO FIGHTERS' MUSEUMINC","2013","990","https://s3.amazonaws.com/irs-form-990/201412809349300141_public.xml","BOOK SHARING PROJECT","611710","19500",NA,NA,NA
"201733129349301918","911867848","LEMAY-AMERICAS CAR MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201733129349301918_public.xml","Admissions","712110","1307571","1307571","0","0"
"201733129349301918","911867848","LEMAY-AMERICAS CAR MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201733129349301918_public.xml","Guest Services","712110","321454","321454","0","0"
"201733129349301918","911867848","LEMAY-AMERICAS CAR MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201733129349301918_public.xml","Tours & Events","712110","314137","314137","0","0"
"201241299349301349","516020908","BRANDYWINE CONSERVANCY INC","2011","990","https://s3.amazonaws.com/irs-form-990/201241299349301349_public.xml","Admissions","712100","523368","523368","0","0"
"201241299349301349","516020908","BRANDYWINE CONSERVANCY INC","2011","990","https://s3.amazonaws.com/irs-form-990/201241299349301349_public.xml","Environmental Management Center","900000","342243","342243","0","0"
"201241299349301349","516020908","BRANDYWINE CONSERVANCY INC","2011","990","https://s3.amazonaws.com/irs-form-990/201241299349301349_public.xml","Other - misc","712100","140114","140114","0","0"
"201401059349301205","237105904","BRUCE MUSEUM INC","2012","990","https://s3.amazonaws.com/irs-form-990/201401059349301205_public.xml","GREENWICH, CT SUPPORT","712110","784000","784000",NA,NA
"201401059349301205","237105904","BRUCE MUSEUM INC","2012","990","https://s3.amazonaws.com/irs-form-990/201401059349301205_public.xml","ADMISSIONS","712110","139711","139711",NA,NA
"201401059349301205","237105904","BRUCE MUSEUM INC","2012","990","https://s3.amazonaws.com/irs-form-990/201401059349301205_public.xml","WORKSHOP/PROGRAM FEES","712110","34528","34528",NA,NA
"201301359349310055","363225519","NATIONAL MUSEUM OF MEXICAN ART","2011","990","https://s3.amazonaws.com/irs-form-990/201301359349310055_public.xml","PROGRAM FEES",NA,"256003",NA,NA,"256003"
"201301359349310055","363225519","NATIONAL MUSEUM OF MEXICAN ART","2011","990","https://s3.amazonaws.com/irs-form-990/201301359349310055_public.xml","MUSEUM MEMBERSHIPS",NA,"16650",NA,NA,"16650"
"201932259349301558","471711491","VIZCAYA MUSEUM AND GARDENS TRUST INC","2017","990","https://s3.amazonaws.com/irs-form-990/201932259349301558_public.xml","ADMISSIONS","900099","3475648","3475648",NA,NA
"201932259349301558","471711491","VIZCAYA MUSEUM AND GARDENS TRUST INC","2017","990","https://s3.amazonaws.com/irs-form-990/201932259349301558_public.xml","PROGRAM INCOME","900099","287879","287879",NA,NA
"201932259349301558","471711491","VIZCAYA MUSEUM AND GARDENS TRUST INC","2017","990","https://s3.amazonaws.com/irs-form-990/201932259349301558_public.xml","MEMBERSHIPS","900099","107720","107720",NA,NA
"201842749349300634","951880698","Catalina Island Museum","2017","990","https://s3.amazonaws.com/irs-form-990/201842749349300634_public.xml","Admissions","900099","601743","601743",NA,NA
"201842749349300634","951880698","Catalina Island Museum","2017","990","https://s3.amazonaws.com/irs-form-990/201842749349300634_public.xml","Education programs","900099","54905","54905",NA,NA
"201923039349300947","592832971","YOUNG AT ART OF BROWARD INC","2018","990","https://s3.amazonaws.com/irs-form-990/201923039349300947_public.xml","ADMISSIONS","611710","445693","445693",NA,NA
"201923039349300947","592832971","YOUNG AT ART OF BROWARD INC","2018","990","https://s3.amazonaws.com/irs-form-990/201923039349300947_public.xml","CLASSES, OUTREACH & WORKSHOPS","611710","370347","370347",NA,NA
"201923039349300947","592832971","YOUNG AT ART OF BROWARD INC","2018","990","https://s3.amazonaws.com/irs-form-990/201923039349300947_public.xml","MEMBERSHIPS","611710","304039","304039",NA,NA
"201923039349300947","592832971","YOUNG AT ART OF BROWARD INC","2018","990","https://s3.amazonaws.com/irs-form-990/201923039349300947_public.xml","CAMPS","611710","303467","303467",NA,NA
"201923039349300947","592832971","YOUNG AT ART OF BROWARD INC","2018","990","https://s3.amazonaws.com/irs-form-990/201923039349300947_public.xml","FIELD TRIPS","611710","221269","221269",NA,NA
"201913019349300811","596214423","THE JOHN & MABLE RINGLING MUSEUM OF ART","2018","990","https://s3.amazonaws.com/irs-form-990/201913019349300811_public.xml","MEMBERSHIP DUES","713990","1368768","1368768",NA,NA
"201810869349301126","721200790","The National World War II Museum Inc","2016","990","https://s3.amazonaws.com/irs-form-990/201810869349301126_public.xml","Admissions","900099","15700779","15700779",NA,NA
"202023209349301342","273465737","SPACE SHUTTLE EXHIBITION GALLERY","2019","990","https://s3.amazonaws.com/irs-form-990/202023209349301342_public.xml","CONTRACTUAL EXHIBITION","900099","170000","170000",NA,NA
"201222969349300442","112949583","Nassau County Museum of Art","2011","990","https://s3.amazonaws.com/irs-form-990/201222969349300442_public.xml","Membership events and pro","713990","408714",NA,NA,"408714"
"201222969349300442","112949583","Nassau County Museum of Art","2011","990","https://s3.amazonaws.com/irs-form-990/201222969349300442_public.xml","Admissions","713990","168268",NA,NA,"168268"
"201702639349300320","430654866","Missouri Historical Society","2016","990","https://s3.amazonaws.com/irs-form-990/201702639349300320_public.xml","PUBLICATIONS","611600","78242","78242",NA,NA
"201702639349300320","430654866","Missouri Historical Society","2016","990","https://s3.amazonaws.com/irs-form-990/201702639349300320_public.xml","EDUCATION AND EVENTS","611600","59304","59304",NA,NA
"201702639349300320","430654866","Missouri Historical Society","2016","990","https://s3.amazonaws.com/irs-form-990/201702639349300320_public.xml","LIBRARY AND COLLECTIONS","611600","23533","23533",NA,NA
"201702639349300320","430654866","Missouri Historical Society","2016","990","https://s3.amazonaws.com/irs-form-990/201702639349300320_public.xml","EXHIBITIONS","611600","17000","17000",NA,NA
"202101339349302495","136162659","American Museum of Natural History","2019","990","https://s3.amazonaws.com/irs-form-990/202101339349302495_public.xml","SALE OF EDUC MAT","611600","6659745","6659745",NA,NA
"202101339349302495","136162659","American Museum of Natural History","2019","990","https://s3.amazonaws.com/irs-form-990/202101339349302495_public.xml","SPECIAL EVENTS","900099","3466960","3466960",NA,NA
"202101339349302495","136162659","American Museum of Natural History","2019","990","https://s3.amazonaws.com/irs-form-990/202101339349302495_public.xml","TICKET SALES","900099","10102714","10102714",NA,NA
"202101339349302495","136162659","American Museum of Natural History","2019","990","https://s3.amazonaws.com/irs-form-990/202101339349302495_public.xml","TOURING","900099","3380648","3380648",NA,NA
"202101339349302495","136162659","American Museum of Natural History","2019","990","https://s3.amazonaws.com/irs-form-990/202101339349302495_public.xml","OTHER","900099","64083","64083",NA,NA
"201330649349300128","866006371","TUCSON MUSEUM OF ART AND HISTORIC BLOCK INC","2011","990","https://s3.amazonaws.com/irs-form-990/201330649349300128_public.xml","MUSEUM ADMISSIONS","900099","137904","137904",NA,NA
"201330649349300128","866006371","TUCSON MUSEUM OF ART AND HISTORIC BLOCK INC","2011","990","https://s3.amazonaws.com/irs-form-990/201330649349300128_public.xml","TUITION & EDUCATION","611600","73134","73134",NA,NA
"201330649349300128","866006371","TUCSON MUSEUM OF ART AND HISTORIC BLOCK INC","2011","990","https://s3.amazonaws.com/irs-form-990/201330649349300128_public.xml","EXHIBITIONS","900099","7734","7734",NA,NA
"201613209349312216","382144402","THE KALAMAZOO AVIATION HISTORY MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201613209349312216_public.xml","Ticket Sales","713990","1041886","1041886",NA,NA
"201613209349312216","382144402","THE KALAMAZOO AVIATION HISTORY MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201613209349312216_public.xml","Tuition","713990","318968","318968",NA,NA
"202033149349301613","581705722","ARKANSAS AIR AND MILITARY MUSEUM","2019","990","https://s3.amazonaws.com/irs-form-990/202033149349301613_public.xml","MEMBERSHIPS",NA,"2775","2775",NA,NA
"201641979349301024","390806316","MILWAUKEE ART MUSEUM INC","2014","990","https://s3.amazonaws.com/irs-form-990/201641979349301024_public.xml","ADMISSIONS/TOURS","900099","1376296","1090583",NA,"285713"
"201641979349301024","390806316","MILWAUKEE ART MUSEUM INC","2014","990","https://s3.amazonaws.com/irs-form-990/201641979349301024_public.xml","EXHIBITION INCOME","900099","297215","297215",NA,NA
"201641979349301024","390806316","MILWAUKEE ART MUSEUM INC","2014","990","https://s3.amazonaws.com/irs-form-990/201641979349301024_public.xml","SPECIAL EVENTS EXHIBITION RELATED","900099","152242","152242",NA,NA
"201641979349301024","390806316","MILWAUKEE ART MUSEUM INC","2014","990","https://s3.amazonaws.com/irs-form-990/201641979349301024_public.xml","CLASS FEES","900099","131672","131672",NA,NA
"202131349349304813","461110899","MUSCARELLE MUSEUM OF ART FOUNDATION","2019","990","https://s3.amazonaws.com/irs-form-990/202131349349304813_public.xml","ADMISSION FEES","900099","1575","1575",NA,NA
"202021959349301742","136162659","American Museum of Natural History","2018","990","https://s3.amazonaws.com/irs-form-990/202021959349301742_public.xml","SALE OF EDUC MAT","611600","7497959","7497959",NA,NA
"202021959349301742","136162659","American Museum of Natural History","2018","990","https://s3.amazonaws.com/irs-form-990/202021959349301742_public.xml","SPECIAL EVENTS","900099","5184137","5184137",NA,NA
"202021959349301742","136162659","American Museum of Natural History","2018","990","https://s3.amazonaws.com/irs-form-990/202021959349301742_public.xml","TICKET SALES","900099","14573005","14573005",NA,NA
"202021959349301742","136162659","American Museum of Natural History","2018","990","https://s3.amazonaws.com/irs-form-990/202021959349301742_public.xml","TOURING","900099","5501236","5501236",NA,NA
"202021959349301742","136162659","American Museum of Natural History","2018","990","https://s3.amazonaws.com/irs-form-990/202021959349301742_public.xml","OTHER","900099","63241","63241",NA,NA
"202013049349300801","208103898","AHA A HANDS ON ADVENTURE","2019","990","https://s3.amazonaws.com/irs-form-990/202013049349300801_public.xml","PROGRAM SERVICE REVENUE",NA,"166560","166560",NA,NA
"202013049349300801","208103898","AHA A HANDS ON ADVENTURE","2019","990","https://s3.amazonaws.com/irs-form-990/202013049349300801_public.xml","MEMBERS DUES",NA,"41335","41335",NA,NA
"201921339349304747","381359510","THE DETROIT INSTITUTE OF ARTS","2017","990","https://s3.amazonaws.com/irs-form-990/201921339349304747_public.xml","EXHIBITIONS","712110","1392728","1392728",NA,NA
"201921339349304747","381359510","THE DETROIT INSTITUTE OF ARTS","2017","990","https://s3.amazonaws.com/irs-form-990/201921339349304747_public.xml","MUSEUM SERVICES","712110","1020636","1020636",NA,NA
"201921339349304747","381359510","THE DETROIT INSTITUTE OF ARTS","2017","990","https://s3.amazonaws.com/irs-form-990/201921339349304747_public.xml","ENTERPRISE ACTIVITIES","900099","993024","285155",NA,"707869"
"201921339349304747","381359510","THE DETROIT INSTITUTE OF ARTS","2017","990","https://s3.amazonaws.com/irs-form-990/201921339349304747_public.xml","LEARNING & AUDIENCE ENGAGEMENT","712110","390283","390283",NA,NA
"201921339349304747","381359510","THE DETROIT INSTITUTE OF ARTS","2017","990","https://s3.amazonaws.com/irs-form-990/201921339349304747_public.xml","AUXILIARY & VOLUNTEER GROUPS","712110","118723","118723",NA,NA
"201941349349310519","112548304","STONY BROOK RADIOLOGY","2017","990","https://s3.amazonaws.com/irs-form-990/201941349349310519_public.xml","PATIENT SERVICE REVENUE","621111","30682667","30682667",NA,NA
