"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","F9_09_EXP_OTH_DESC","F9_09_EXP_OTH_TOT","F9_09_EXP_OTH_PROG","F9_09_EXP_OTH_MGMT","F9_09_EXP_OTH_FUNDR"
"202030559349301323","742431071","NATIONAL MUSEUM OF WILDLIFE ART","2018","990","https://s3.amazonaws.com/irs-form-990/202030559349301323_public.xml","ACCESSION OF ART","497606","497606",NA,NA
"202030559349301323","742431071","NATIONAL MUSEUM OF WILDLIFE ART","2018","990","https://s3.amazonaws.com/irs-form-990/202030559349301323_public.xml","WESTERN VISION EXPENSES","126967","126967",NA,NA
"202030559349301323","742431071","NATIONAL MUSEUM OF WILDLIFE ART","2018","990","https://s3.amazonaws.com/irs-form-990/202030559349301323_public.xml","ENTERTAINMENT","89220","54963","12955","21302"
"202030559349301323","742431071","NATIONAL MUSEUM OF WILDLIFE ART","2018","990","https://s3.amazonaws.com/irs-form-990/202030559349301323_public.xml","LICENSES & FEES","48340","48340",NA,NA
"201623169349301427","232471583","JAMES A MICHENER ART MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201623169349301427_public.xml","TEMPORARY EXHIBITION","146035","146035",NA,NA
"201623169349301427","232471583","JAMES A MICHENER ART MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201623169349301427_public.xml","ART ITEMS PURCHASED","48050","48050",NA,NA
"201623169349301427","232471583","JAMES A MICHENER ART MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201623169349301427_public.xml","MISCELLANEOUS","17919","7073","10297","549"
"201743129349303369","850102311","The Wheelwright Museum of the American","2016","990","https://s3.amazonaws.com/irs-form-990/201743129349303369_public.xml","EXHIBITIONS","33998","30598",NA,"3400"
"201700459349303410","954217197","ARMAND HAMMER MUSEUM OF ART AND","2015","990","https://s3.amazonaws.com/irs-form-990/201700459349303410_public.xml","ART ACQUISITIONS","2600396","2600396",NA,NA
"201700459349303410","954217197","ARMAND HAMMER MUSEUM OF ART AND","2015","990","https://s3.amazonaws.com/irs-form-990/201700459349303410_public.xml","EXHIBITION RELATED EXPENSES","1782678","1782678",NA,NA
"201700459349303410","954217197","ARMAND HAMMER MUSEUM OF ART AND","2015","990","https://s3.amazonaws.com/irs-form-990/201700459349303410_public.xml","EDUCATIONAL PROGRAMS EXPENSE","665696","665696",NA,NA
"201700459349303410","954217197","ARMAND HAMMER MUSEUM OF ART AND","2015","990","https://s3.amazonaws.com/irs-form-990/201700459349303410_public.xml","DUES & FEES","414990","91859","308011","15120"
"201711239349301656","850437114","GEORGIA O'KEEFFE MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201711239349301656_public.xml","SUPPLIES","192706","158156","24377","10173"
"201711239349301656","850437114","GEORGIA O'KEEFFE MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201711239349301656_public.xml","MAINTENANCE AND REPAIRS","51772","41767","7719","2286"
"201732029349300218","042104809","OLD STURBRIDGE INC","2016","990","https://s3.amazonaws.com/irs-form-990/201732029349300218_public.xml","SPECIAL EVENTS & PROGRA","636596","608621",NA,"27975"
"201732029349300218","042104809","OLD STURBRIDGE INC","2016","990","https://s3.amazonaws.com/irs-form-990/201732029349300218_public.xml","FOOD","597803","597803",NA,NA
"201732029349300218","042104809","OLD STURBRIDGE INC","2016","990","https://s3.amazonaws.com/irs-form-990/201732029349300218_public.xml","MAINTENANCE","466888","437950","14469","14469"
"201732029349300218","042104809","OLD STURBRIDGE INC","2016","990","https://s3.amazonaws.com/irs-form-990/201732029349300218_public.xml","SECURITY EXPENSES","323463","294951","14256","14256"
"201620819349300102","530204620","THE PHILLIPS COLLECTION","2014","990","https://s3.amazonaws.com/irs-form-990/201620819349300102_public.xml","OTHER EXHIBITION EXP.","990900","979972","8626","2302"
"201620819349300102","530204620","THE PHILLIPS COLLECTION","2014","990","https://s3.amazonaws.com/irs-form-990/201620819349300102_public.xml","MISCELLANEOUS","347376","172458","17053","157865"
"201620819349300102","530204620","THE PHILLIPS COLLECTION","2014","990","https://s3.amazonaws.com/irs-form-990/201620819349300102_public.xml","PURCHASE OF ART","97556","97556",NA,NA
"201843189349301629","590896343","ORLANDO SCIENCE CENTERINC","2017","990","https://s3.amazonaws.com/irs-form-990/201843189349301629_public.xml","PROGRAM SUPPLIES","583361","575770",NA,"7591"
"201843189349301629","590896343","ORLANDO SCIENCE CENTERINC","2017","990","https://s3.amazonaws.com/irs-form-990/201843189349301629_public.xml","PROGRAM COSTS","363067","363067",NA,NA
"201843189349301629","590896343","ORLANDO SCIENCE CENTERINC","2017","990","https://s3.amazonaws.com/irs-form-990/201843189349301629_public.xml","SPECIAL EXHIBITS","310321","310321",NA,NA
"201843189349301629","590896343","ORLANDO SCIENCE CENTERINC","2017","990","https://s3.amazonaws.com/irs-form-990/201843189349301629_public.xml","EQUIPMENT RENTAL AND MA","170817","169674","1143",NA
"201222229349301242","470556061","THE DURHAM MUSEUM","2011","990","https://s3.amazonaws.com/irs-form-990/201222229349301242_public.xml","DUES/CONTRACTED SERVICE","324749","167903","130636","26210"
"201222229349301242","470556061","THE DURHAM MUSEUM","2011","990","https://s3.amazonaws.com/irs-form-990/201222229349301242_public.xml","MISCELLANEOUS","188640",NA,"186055","2585"
"201222229349301242","470556061","THE DURHAM MUSEUM","2011","990","https://s3.amazonaws.com/irs-form-990/201222229349301242_public.xml","TRASH/MISC./BANK CHARGE","113247","3925","108182","1140"
"202131349349307748","201470992","SHAREWELL","2019","990","https://s3.amazonaws.com/irs-form-990/202131349349307748_public.xml","BAD DEBT","600000",NA,"600000",NA
"202131349349307748","201470992","SHAREWELL","2019","990","https://s3.amazonaws.com/irs-form-990/202131349349307748_public.xml","BANK FEES","70682","35340",NA,"35342"
"202131349349307748","201470992","SHAREWELL","2019","990","https://s3.amazonaws.com/irs-form-990/202131349349307748_public.xml","INVENTORY","65640","65640",NA,NA
"202131349349307748","201470992","SHAREWELL","2019","990","https://s3.amazonaws.com/irs-form-990/202131349349307748_public.xml","FACILITATORS AND PERFOR","40040","40040",NA,NA
"202121319349302897","951644606","Norton Simon Museum of Art at Pasadena","2019","990","https://s3.amazonaws.com/irs-form-990/202121319349302897_public.xml","Facilities/Maintenance","173710","173710",NA,NA
"202121319349302897","951644606","Norton Simon Museum of Art at Pasadena","2019","990","https://s3.amazonaws.com/irs-form-990/202121319349302897_public.xml","Security","56263","56263",NA,NA
"202121319349302897","951644606","Norton Simon Museum of Art at Pasadena","2019","990","https://s3.amazonaws.com/irs-form-990/202121319349302897_public.xml","Curatorial","42787","42787",NA,NA
"202121319349302897","951644606","Norton Simon Museum of Art at Pasadena","2019","990","https://s3.amazonaws.com/irs-form-990/202121319349302897_public.xml","Loss on Disposed Property","6832","6354","478",NA
"201930109349301803","391033301","EAA Aviation Foundation Inc","2017","990","https://s3.amazonaws.com/irs-form-990/201930109349301803_public.xml","ADMINISTRATIVE FEES","948820","100696","374114","474010"
"201930109349301803","391033301","EAA Aviation Foundation Inc","2017","990","https://s3.amazonaws.com/irs-form-990/201930109349301803_public.xml","LIFE INS PREMIUM EXP-INVEST","21277",NA,NA,"21277"
"201930109349301803","391033301","EAA Aviation Foundation Inc","2017","990","https://s3.amazonaws.com/irs-form-990/201930109349301803_public.xml","ANNUITY PROGRAM BENEFIT PYMT","9686",NA,NA,"9686"
"201930109349301803","391033301","EAA Aviation Foundation Inc","2017","990","https://s3.amazonaws.com/irs-form-990/201930109349301803_public.xml","DEVELOPMENT PROGRAM BENEFITS","4870",NA,NA,"4870"
"201130389349300118","311044073","ATHENS COUNTY HISTORICAL SOCIETY","2009","990","https://s3.amazonaws.com/irs-form-990/201130389349300118_public.xml","MEMBERSHIPS","909","909",NA,NA
"201130389349300118","311044073","ATHENS COUNTY HISTORICAL SOCIETY","2009","990","https://s3.amazonaws.com/irs-form-990/201130389349300118_public.xml","PROGRAM SUPPLIES","1669","1669",NA,NA
"201130389349300118","311044073","ATHENS COUNTY HISTORICAL SOCIETY","2009","990","https://s3.amazonaws.com/irs-form-990/201130389349300118_public.xml","DONATIONS/GIFTS/AWRD","548","548",NA,NA
"202001979349300205","680033227","BAY AREA DISCOVERY MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/202001979349300205_public.xml","EXHIBIT RENTAL FEES","150089","150089",NA,NA
"202001979349300205","680033227","BAY AREA DISCOVERY MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/202001979349300205_public.xml","REPAIRS & MAINTENANCE","119449","90926","13073","15450"
"202001979349300205","680033227","BAY AREA DISCOVERY MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/202001979349300205_public.xml","OTHER EXPENSES","67578","60955","3037","3586"
"202001979349300205","680033227","BAY AREA DISCOVERY MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/202001979349300205_public.xml","TRAINING","13019","6477","319","6223"
"201922039349300137","952130325","Maritime Museum Association of San Diego","2018","990","https://s3.amazonaws.com/irs-form-990/201922039349300137_public.xml","Maintenance","292785","286415","6062","308"
"201922039349300137","952130325","Maritime Museum Association of San Diego","2018","990","https://s3.amazonaws.com/irs-form-990/201922039349300137_public.xml","Event expenses","291682","206002","223","85457"
"201922039349300137","952130325","Maritime Museum Association of San Diego","2018","990","https://s3.amazonaws.com/irs-form-990/201922039349300137_public.xml","Professional fees","245280","55028","82282","107970"
"201922039349300137","952130325","Maritime Museum Association of San Diego","2018","990","https://s3.amazonaws.com/irs-form-990/201922039349300137_public.xml","Supplies","193561","161430","29844","2287"
"201422169349300427","314440065","RAILWAY TIE ASSOCIATION INC","2013","990","https://s3.amazonaws.com/irs-form-990/201422169349300427_public.xml","RESEARCH PROJECT EXPENSE","2585",NA,"2585",NA
"201422169349300427","314440065","RAILWAY TIE ASSOCIATION INC","2013","990","https://s3.amazonaws.com/irs-form-990/201422169349300427_public.xml","CONSULTANTS","28196",NA,"28196",NA
"201422169349300427","314440065","RAILWAY TIE ASSOCIATION INC","2013","990","https://s3.amazonaws.com/irs-form-990/201422169349300427_public.xml","DUES SUBSCRIPTIONS","13476",NA,"13476",NA
"201422169349300427","314440065","RAILWAY TIE ASSOCIATION INC","2013","990","https://s3.amazonaws.com/irs-form-990/201422169349300427_public.xml","BANK CHARGES","12088",NA,"12088",NA
"201412809349300141","222316041","THE AMERICAN FRIENDS OF THE GHETTO FIGHTERS' MUSEUMINC","2013","990","https://s3.amazonaws.com/irs-form-990/201412809349300141_public.xml","TELEPHONE","825","474","176","175"
"201412809349300141","222316041","THE AMERICAN FRIENDS OF THE GHETTO FIGHTERS' MUSEUMINC","2013","990","https://s3.amazonaws.com/irs-form-990/201412809349300141_public.xml","DUES & SUBSCRIPTIONS","420","0","420","0"
"201412809349300141","222316041","THE AMERICAN FRIENDS OF THE GHETTO FIGHTERS' MUSEUMINC","2013","990","https://s3.amazonaws.com/irs-form-990/201412809349300141_public.xml","BANK CHARGES","229","0","229","0"
"201412809349300141","222316041","THE AMERICAN FRIENDS OF THE GHETTO FIGHTERS' MUSEUMINC","2013","990","https://s3.amazonaws.com/irs-form-990/201412809349300141_public.xml","POSTAGE","835","773","62","0"
"201733129349301918","911867848","LEMAY-AMERICAS CAR MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201733129349301918_public.xml","Repair & Maintenance","87684","70778","16604","302"
"201733129349301918","911867848","LEMAY-AMERICAS CAR MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201733129349301918_public.xml","Cultivation & Events","97904","62110","1029","34765"
"201733129349301918","911867848","LEMAY-AMERICAS CAR MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201733129349301918_public.xml","Exhibition Costs","134246","134246","0","0"
"201733129349301918","911867848","LEMAY-AMERICAS CAR MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201733129349301918_public.xml","Bad Debt Expense","634127","634127","0","0"
"201241299349301349","516020908","BRANDYWINE CONSERVANCY INC","2011","990","https://s3.amazonaws.com/irs-form-990/201241299349301349_public.xml","Easement Expense & Acquisition","1570841","1570841","0","0"
"201241299349301349","516020908","BRANDYWINE CONSERVANCY INC","2011","990","https://s3.amazonaws.com/irs-form-990/201241299349301349_public.xml","Museum Collection additions","419854","419854","0","0"
"201241299349301349","516020908","BRANDYWINE CONSERVANCY INC","2011","990","https://s3.amazonaws.com/irs-form-990/201241299349301349_public.xml","Exhibition and Art Conservation","175318","175318","0","0"
"201241299349301349","516020908","BRANDYWINE CONSERVANCY INC","2011","990","https://s3.amazonaws.com/irs-form-990/201241299349301349_public.xml","Special Events and Memberships","109178","38815","15791","54572"
"201401059349301205","237105904","BRUCE MUSEUM INC","2012","990","https://s3.amazonaws.com/irs-form-990/201401059349301205_public.xml","ALLOWANCE FOR DOUBTFUL","387148",NA,"387148",NA
"201401059349301205","237105904","BRUCE MUSEUM INC","2012","990","https://s3.amazonaws.com/irs-form-990/201401059349301205_public.xml","HOSPITALITY","101031","52331","8886","39814"
"201401059349301205","237105904","BRUCE MUSEUM INC","2012","990","https://s3.amazonaws.com/irs-form-990/201401059349301205_public.xml","OTHER EXPENSES","66706","48872","16846","988"
"201401059349301205","237105904","BRUCE MUSEUM INC","2012","990","https://s3.amazonaws.com/irs-form-990/201401059349301205_public.xml","CLEANING & MAINTENANCE","50050","41004","1858","7188"
"201301359349310055","363225519","NATIONAL MUSEUM OF MEXICAN ART","2011","990","https://s3.amazonaws.com/irs-form-990/201301359349310055_public.xml","EXHIBITS/PROGRAMMING","1110873","1110873",NA,NA
"201301359349310055","363225519","NATIONAL MUSEUM OF MEXICAN ART","2011","990","https://s3.amazonaws.com/irs-form-990/201301359349310055_public.xml","OTHER EXPENSES","44725","16804","24624","3297"
"201301359349310055","363225519","NATIONAL MUSEUM OF MEXICAN ART","2011","990","https://s3.amazonaws.com/irs-form-990/201301359349310055_public.xml","COMMUNITY PROJECTS","11983","179","11099","705"
"201301359349310055","363225519","NATIONAL MUSEUM OF MEXICAN ART","2011","990","https://s3.amazonaws.com/irs-form-990/201301359349310055_public.xml","MEMBERSHIP DEVELOPMENT","11359",NA,NA,"11359"
"201932259349301558","471711491","VIZCAYA MUSEUM AND GARDENS TRUST INC","2017","990","https://s3.amazonaws.com/irs-form-990/201932259349301558_public.xml","SECURITY SERVICES","481705","481705",NA,NA
"201932259349301558","471711491","VIZCAYA MUSEUM AND GARDENS TRUST INC","2017","990","https://s3.amazonaws.com/irs-form-990/201932259349301558_public.xml","GROUNDS MAINTENANCE","371943","371943",NA,NA
"201932259349301558","471711491","VIZCAYA MUSEUM AND GARDENS TRUST INC","2017","990","https://s3.amazonaws.com/irs-form-990/201932259349301558_public.xml","MERCHANT SERVICE FEES","131431","128526",NA,"2905"
"201932259349301558","471711491","VIZCAYA MUSEUM AND GARDENS TRUST INC","2017","990","https://s3.amazonaws.com/irs-form-990/201932259349301558_public.xml","PROFESSIONAL DEVELOPMEN","87489","60027","15000","12462"
"201842749349300634","951880698","Catalina Island Museum","2017","990","https://s3.amazonaws.com/irs-form-990/201842749349300634_public.xml","Event costs","64965","51972","3248","9745"
"201842749349300634","951880698","Catalina Island Museum","2017","990","https://s3.amazonaws.com/irs-form-990/201842749349300634_public.xml","Exhibit expense","33261","29935",NA,"3326"
"201842749349300634","951880698","Catalina Island Museum","2017","990","https://s3.amazonaws.com/irs-form-990/201842749349300634_public.xml","Maintenance and repairs","14979","12732",NA,"2247"
"201842749349300634","951880698","Catalina Island Museum","2017","990","https://s3.amazonaws.com/irs-form-990/201842749349300634_public.xml","Tax and license","12903","8387","2581","1935"
"201923039349300947","592832971","YOUNG AT ART OF BROWARD INC","2018","990","https://s3.amazonaws.com/irs-form-990/201923039349300947_public.xml","EXHIBIT&OTHER PRGM COSTS","161253","161253",NA,NA
"201923039349300947","592832971","YOUNG AT ART OF BROWARD INC","2018","990","https://s3.amazonaws.com/irs-form-990/201923039349300947_public.xml","BANK & CREDIT CARD FEES","56684","-387","57070","1"
"201923039349300947","592832971","YOUNG AT ART OF BROWARD INC","2018","990","https://s3.amazonaws.com/irs-form-990/201923039349300947_public.xml","SUPPLIES","24661","17861","5893","907"
"201923039349300947","592832971","YOUNG AT ART OF BROWARD INC","2018","990","https://s3.amazonaws.com/irs-form-990/201923039349300947_public.xml","EQUIPMENT RENTAL","23656",NA,"23656",NA
"201913019349300811","596214423","THE JOHN & MABLE RINGLING MUSEUM OF ART","2018","990","https://s3.amazonaws.com/irs-form-990/201913019349300811_public.xml","MATERIALS AND SUPPLIES","342064","268136","69331","4597"
"201913019349300811","596214423","THE JOHN & MABLE RINGLING MUSEUM OF ART","2018","990","https://s3.amazonaws.com/irs-form-990/201913019349300811_public.xml","FOOD AND BEVERAGE","166527","33459","115178","17890"
"201913019349300811","596214423","THE JOHN & MABLE RINGLING MUSEUM OF ART","2018","990","https://s3.amazonaws.com/irs-form-990/201913019349300811_public.xml","REPAIRS AND MAINTENANCE","103087","8506","94581",NA
"201913019349300811","596214423","THE JOHN & MABLE RINGLING MUSEUM OF ART","2018","990","https://s3.amazonaws.com/irs-form-990/201913019349300811_public.xml","REIMBURSED SALARIES","92842",NA,"92842",NA
"201810869349301126","721200790","The National World War II Museum Inc","2016","990","https://s3.amazonaws.com/irs-form-990/201810869349301126_public.xml","Educational Programming","3642375","3286547","5606","350222"
"201810869349301126","721200790","The National World War II Museum Inc","2016","990","https://s3.amazonaws.com/irs-form-990/201810869349301126_public.xml","Fees, Licenses, Permits","785005","649702","48526","86777"
"201810869349301126","721200790","The National World War II Museum Inc","2016","990","https://s3.amazonaws.com/irs-form-990/201810869349301126_public.xml","Misc. Operating Exp.","426247","278775","45921","101551"
"201810869349301126","721200790","The National World War II Museum Inc","2016","990","https://s3.amazonaws.com/irs-form-990/201810869349301126_public.xml","Entertainment & Gifts","255535","138189","54998","62348"
"201222969349300442","112949583","Nassau County Museum of Art","2011","990","https://s3.amazonaws.com/irs-form-990/201222969349300442_public.xml","Security expense","286291","237622","34355","14314"
"201222969349300442","112949583","Nassau County Museum of Art","2011","990","https://s3.amazonaws.com/irs-form-990/201222969349300442_public.xml","Permanent Collection expense","43134","43134",NA,NA
"201222969349300442","112949583","Nassau County Museum of Art","2011","990","https://s3.amazonaws.com/irs-form-990/201222969349300442_public.xml","Legal and Professional Fees","134824","111903","16179","6742"
"201222969349300442","112949583","Nassau County Museum of Art","2011","990","https://s3.amazonaws.com/irs-form-990/201222969349300442_public.xml","Exhibition expenses","186444","186444",NA,NA
"201222969349300442","112949583","Nassau County Museum of Art","2011","990","https://s3.amazonaws.com/irs-form-990/201222969349300442_public.xml","Educational expense","96105","96105",NA,NA
"201702639349300320","430654866","Missouri Historical Society","2016","990","https://s3.amazonaws.com/irs-form-990/201702639349300320_public.xml","Exhibits","1151961","1151961",NA,NA
"201702639349300320","430654866","Missouri Historical Society","2016","990","https://s3.amazonaws.com/irs-form-990/201702639349300320_public.xml","Education & Events","296386","294186","2200",NA
"201702639349300320","430654866","Missouri Historical Society","2016","990","https://s3.amazonaws.com/irs-form-990/201702639349300320_public.xml","Publications","120696","79992","40704",NA
"201702639349300320","430654866","Missouri Historical Society","2016","990","https://s3.amazonaws.com/irs-form-990/201702639349300320_public.xml","Annual Appeal & Cultiva","94511",NA,NA,"94511"
"202101339349302495","136162659","American Museum of Natural History","2019","990","https://s3.amazonaws.com/irs-form-990/202101339349302495_public.xml","EVENTS & HOSPITALITY","826414","615137","118657","92620"
"202101339349302495","136162659","American Museum of Natural History","2019","990","https://s3.amazonaws.com/irs-form-990/202101339349302495_public.xml","SUPPLIES","3822354","3464451","338161","19742"
"202101339349302495","136162659","American Museum of Natural History","2019","990","https://s3.amazonaws.com/irs-form-990/202101339349302495_public.xml","EQUIP RENTAL AND MAINTENANCE","2417143","2069281","259092","88770"
"202101339349302495","136162659","American Museum of Natural History","2019","990","https://s3.amazonaws.com/irs-form-990/202101339349302495_public.xml","OTHER EXPENSES","2918296","2816996","24435","76865"
"201330649349300128","866006371","TUCSON MUSEUM OF ART AND HISTORIC BLOCK INC","2011","990","https://s3.amazonaws.com/irs-form-990/201330649349300128_public.xml","ART ACQUISITIONS","65120","65120",NA,NA
"201330649349300128","866006371","TUCSON MUSEUM OF ART AND HISTORIC BLOCK INC","2011","990","https://s3.amazonaws.com/irs-form-990/201330649349300128_public.xml","EQUIPMENT","27990","4648","11674","11668"
"201330649349300128","866006371","TUCSON MUSEUM OF ART AND HISTORIC BLOCK INC","2011","990","https://s3.amazonaws.com/irs-form-990/201330649349300128_public.xml","MISCELLANEOUS","20715","8688","8819","3208"
"201330649349300128","866006371","TUCSON MUSEUM OF ART AND HISTORIC BLOCK INC","2011","990","https://s3.amazonaws.com/irs-form-990/201330649349300128_public.xml","LECTURERS & PERFORMERS","14680","10486",NA,"4194"
"201613209349312216","382144402","THE KALAMAZOO AVIATION HISTORY MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201613209349312216_public.xml","Outside Services","280286","261339","18947",NA
"201613209349312216","382144402","THE KALAMAZOO AVIATION HISTORY MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201613209349312216_public.xml","Supplies","107932","95648","12284",NA
"201613209349312216","382144402","THE KALAMAZOO AVIATION HISTORY MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201613209349312216_public.xml","REPAIRS & MAINTENANCE -","80972","72875","8097",NA
"201613209349312216","382144402","THE KALAMAZOO AVIATION HISTORY MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201613209349312216_public.xml","Repairs & Maintenance -","59356","53420","5936",NA
"202033149349301613","581705722","ARKANSAS AIR AND MILITARY MUSEUM","2019","990","https://s3.amazonaws.com/irs-form-990/202033149349301613_public.xml","BANK & MERCHANT FEES","813","813",NA,NA
"202033149349301613","581705722","ARKANSAS AIR AND MILITARY MUSEUM","2019","990","https://s3.amazonaws.com/irs-form-990/202033149349301613_public.xml","SUPPLIES","486","486",NA,NA
"202033149349301613","581705722","ARKANSAS AIR AND MILITARY MUSEUM","2019","990","https://s3.amazonaws.com/irs-form-990/202033149349301613_public.xml","LICENSE, TAX & PERMITS","195","195",NA,NA
"202033149349301613","581705722","ARKANSAS AIR AND MILITARY MUSEUM","2019","990","https://s3.amazonaws.com/irs-form-990/202033149349301613_public.xml","PARTY RENTAL EXPENSE","75","75",NA,NA
"201641979349301024","390806316","MILWAUKEE ART MUSEUM INC","2014","990","https://s3.amazonaws.com/irs-form-990/201641979349301024_public.xml","PURCHASES OF ART","1431246","1431246",NA,NA
"201641979349301024","390806316","MILWAUKEE ART MUSEUM INC","2014","990","https://s3.amazonaws.com/irs-form-990/201641979349301024_public.xml","EXHIBITION EXPENSES","1209201","1209201",NA,NA
"201641979349301024","390806316","MILWAUKEE ART MUSEUM INC","2014","990","https://s3.amazonaws.com/irs-form-990/201641979349301024_public.xml","EDUCATION PROGRAM EXPEN","194651","178875",NA,"15776"
"201641979349301024","390806316","MILWAUKEE ART MUSEUM INC","2014","990","https://s3.amazonaws.com/irs-form-990/201641979349301024_public.xml","COLLECTION MAINT/FRAMIN","162617","162617",NA,NA
