"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","F9_07_COMP_KONTR_DESC_SVC","F9_07_COMP_KONTR_COMP","F9_07_COMP_KONTR_NAME_ORG_L1","F9_07_COMP_KONTR_ADDR_L1","F9_07_COMP_KONTR_ADDR_CITY","F9_07_COMP_KONTR_ADDR_STATE","F9_07_COMP_KONTR_ADDR_ZIP","F9_07_COMP_KONTR_NAME_PERS","ContractorAddress"
"202030559349301323","742431071","NATIONAL MUSEUM OF WILDLIFE ART","2018","990","https://s3.amazonaws.com/irs-form-990/202030559349301323_public.xml","REMODEL","155368","ACM WYOMING LLC","4245 FALLEN LEAF","JACKSON","WY","83001",NA,NA
"202030559349301323","742431071","NATIONAL MUSEUM OF WILDLIFE ART","2018","990","https://s3.amazonaws.com/irs-form-990/202030559349301323_public.xml","FOOD/BEVERAGE SERVICES","101358","JACKSON HOLE HOSPITALITY GROUP LLC","PO BOX 4196","JACKSON","WY","83001",NA,NA
"201700459349303410","954217197","ARMAND HAMMER MUSEUM OF ART AND","2015","990","https://s3.amazonaws.com/irs-form-990/201700459349303410_public.xml","BUILDING PLANNING","172130",NA,"123 WILLIAM STREET","NEW YORK","NY","10036","COOPER ROBERTSON PARTNERS LLP",NA
"201700459349303410","954217197","ARMAND HAMMER MUSEUM OF ART AND","2015","990","https://s3.amazonaws.com/irs-form-990/201700459349303410_public.xml","LEGAL SERVICES","164220",NA,"DEPT 894579","LOS ANGELES","CA","901894579","DENTONS US LLP",NA
"201700459349303410","954217197","ARMAND HAMMER MUSEUM OF ART AND","2015","990","https://s3.amazonaws.com/irs-form-990/201700459349303410_public.xml","AUDIT & TAX SERVICES","130385",NA,"DEPT 0922 PO BOX 120922","DALLAS","TX","753120922","KPMG LLP",NA
"201700459349303410","954217197","ARMAND HAMMER MUSEUM OF ART AND","2015","990","https://s3.amazonaws.com/irs-form-990/201700459349303410_public.xml","LEGAL SERVICES","519982",NA,"PO BOX 894256","LOS ANGELES","CA","901894256","LATHAM WATKINS LLP",NA
"201711239349301656","850437114","GEORGIA O'KEEFFE MUSEUM","2016","990","https://s3.amazonaws.com/irs-form-990/201711239349301656_public.xml","FUNDRAISING CONSLT","133500","VINCE BEGGS DBA IND DEVEL CONSULATANTS","2809 SONOMA STREET","TORRANCE","CA","90503",NA,NA
"201732029349300218","042104809","OLD STURBRIDGE INC","2016","990","https://s3.amazonaws.com/irs-form-990/201732029349300218_public.xml","DIRECTOR OF INTERACTIVE PERFORMANCE","169907","BRIAN CLOWDUS PRODUCTIONS LLC","1579 MONROE DRIVE NE STE 410","ATLANTA","GA","30324",NA,NA
"201732029349300218","042104809","OLD STURBRIDGE INC","2016","990","https://s3.amazonaws.com/irs-form-990/201732029349300218_public.xml","HORSE HANDLER","130549","GEORGE L KING","255 MENDON ROAD","SUTTON","MA","01590",NA,NA
"201732029349300218","042104809","OLD STURBRIDGE INC","2016","990","https://s3.amazonaws.com/irs-form-990/201732029349300218_public.xml","CONSULTANT","123450","DARIN JOHNSON","8368 STATE ROUTE 22","COPAKE FALLS","NY","12517",NA,NA
"201620819349300102","530204620","THE PHILLIPS COLLECTION","2014","990","https://s3.amazonaws.com/irs-form-990/201620819349300102_public.xml","INTERNATIONAL ART TRANSPORT","614392","MASTERPIECE INTERNATIONAL","39 BROADWAY SUITE 1410","NEW YORK","NY","10006",NA,NA
"201620819349300102","530204620","THE PHILLIPS COLLECTION","2014","990","https://s3.amazonaws.com/irs-form-990/201620819349300102_public.xml","ART STORAGE & TRANSPORT","186894","ARTEX FINE ART SERVICES","8712 JERICHO CITY DRIVE","LANDOVER","MD","20785",NA,NA
"201620819349300102","530204620","THE PHILLIPS COLLECTION","2014","990","https://s3.amazonaws.com/irs-form-990/201620819349300102_public.xml","ARCHITECTS","162851","BOWIE GRIDLEY ARCHITECTS","1010 WISCONSIN AVE NW SUITE 400","WASHINGTON","DC","20007",NA,NA
"201620819349300102","530204620","THE PHILLIPS COLLECTION","2014","990","https://s3.amazonaws.com/irs-form-990/201620819349300102_public.xml","CATERING SERVICES","147873","OCCASIONS CATERING","5458 3RD STREET NE","WASHINGTON","DC","20011",NA,NA
"201620819349300102","530204620","THE PHILLIPS COLLECTION","2014","990","https://s3.amazonaws.com/irs-form-990/201620819349300102_public.xml","INVESTMENT ADVISORS","132557","SOLARIS ADVISORS","645 MADISON AVENUE","NEW YORK","NY","10022",NA,NA
"201843189349301629","590896343","ORLANDO SCIENCE CENTERINC","2017","990","https://s3.amazonaws.com/irs-form-990/201843189349301629_public.xml","CONSTRUCTION","337277","MCCREE GENERAL CONTRACTORS & ARCHITECTS","500 EAST PRINCETON STREET","ORLANDO","FL","32803",NA,NA
"201843189349301629","590896343","ORLANDO SCIENCE CENTERINC","2017","990","https://s3.amazonaws.com/irs-form-990/201843189349301629_public.xml","COMPUTER SERVICES","174416","ZYMPHONY TECHNOLOGY SOLUTIONS","1101 NORTH WARD STREET SUITE 300","TAMPA","FL","33607",NA,NA
"201843189349301629","590896343","ORLANDO SCIENCE CENTERINC","2017","990","https://s3.amazonaws.com/irs-form-990/201843189349301629_public.xml","JANITORIAL SERVICES","171931","PRO CLEAN BUILDING MAINTENANCE INC","380 NORTHLAKE BLVD SUITE 1000","ALTAMONTE SPRINGS","FL","32701",NA,NA
"201843189349301629","590896343","ORLANDO SCIENCE CENTERINC","2017","990","https://s3.amazonaws.com/irs-form-990/201843189349301629_public.xml","TRAVELING EXHIBIT LICENSOR","101000","OREGON MUSEUM OF SCIENCE & INDUSTRY","1945 SE WATER AVENUE","PORTLAND","OR","97214",NA,NA
"202121319349302897","951644606","Norton Simon Museum of Art at Pasadena","2019","990","https://s3.amazonaws.com/irs-form-990/202121319349302897_public.xml","Landscaping maintenance","150415","Mariposa Horticultural Enterprises Inc","15529 Arrow Hwy","Irwindale","CA","91706",NA,NA
"202001979349300205","680033227","BAY AREA DISCOVERY MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/202001979349300205_public.xml","DESIGN/LANDSCAPE ARCHITECTURE","560539","OLSON KUNDIG","159 SOUTH JACKSON STREET SUITE 600","SEATTLE","WA","98104",NA,NA
"202001979349300205","680033227","BAY AREA DISCOVERY MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/202001979349300205_public.xml","CONSTRUCTION MANAGEMENT","172698","WHITESIDE MANAGEMENT","2 HENRY ADAMS STREET M-3","SAN FRANCISCO","CA","94103",NA,NA
"202001979349300205","680033227","BAY AREA DISCOVERY MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/202001979349300205_public.xml","IT SUPPORT","156787","COBALTIX LLC","1095 FOLSOM STREET","SAN FRANCISCO","CA","94103",NA,NA
"202001979349300205","680033227","BAY AREA DISCOVERY MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/202001979349300205_public.xml","JANITORIAL SERVICES","119030","SBA SERVICES","54 CARLETON DRIVE","PETALUMA","CA","94952",NA,NA
"202001979349300205","680033227","BAY AREA DISCOVERY MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/202001979349300205_public.xml","BOAT REPAIR & MAINTENANCE","101698","SPAULDING MARINE CENTER","600 GATE 5 ROAD","SAUSALITO","CA","94952",NA,NA
"201241299349301349","516020908","BRANDYWINE CONSERVANCY INC","2011","990","https://s3.amazonaws.com/irs-form-990/201241299349301349_public.xml","Building Repair & Maintenence","165418","Elliott Lewis Corp","2900 Black Lake","Philadelphia","PA","19154",NA,NA
"201241299349301349","516020908","BRANDYWINE CONSERVANCY INC","2011","990","https://s3.amazonaws.com/irs-form-990/201241299349301349_public.xml","Investment Management","395349","New Providence Asset Management","570 Lexington Ave","New York","NY","10022",NA,NA
"201401059349301205","237105904","BRUCE MUSEUM INC","2012","990","https://s3.amazonaws.com/irs-form-990/201401059349301205_public.xml","SEPARATION PAYMENT","140000",NA,"200 EAST 57TH ST 9L","NEW YORK","NY","10022","NANCY HALL-DUNCAN",NA
"201932259349301558","471711491","VIZCAYA MUSEUM AND GARDENS TRUST INC","2017","990","https://s3.amazonaws.com/irs-form-990/201932259349301558_public.xml","TENT RENTAL","110427","ECONOMY PARTY AND TENT RENTAL","13175 SW 124 AVE","MIAMI","FL","33186",NA,NA
"201842749349300634","951880698","Catalina Island Museum","2017","990","https://s3.amazonaws.com/irs-form-990/201842749349300634_public.xml","Exhibition rental","225867","Chihuly Workshop","PO Box 70856","Seattle","WA","98127",NA,NA
"201913019349300811","596214423","THE JOHN & MABLE RINGLING MUSEUM OF ART","2018","990","https://s3.amazonaws.com/irs-form-990/201913019349300811_public.xml","CONSERVATION AND RESTORATION","306751","EVERGREENE ARCHITECTURAL ARTS INC","3009 KAVERTON ROAD","DISTRICT HEIGHTS","MD","20747",NA,NA
"201913019349300811","596214423","THE JOHN & MABLE RINGLING MUSEUM OF ART","2018","990","https://s3.amazonaws.com/irs-form-990/201913019349300811_public.xml","CONSERVATION AND RESTORATION","178668","INTERNATIONAL FINE ART CONSERVATION STUD","PO BOX 81509","ATLANTA","GA","30366",NA,NA
"201913019349300811","596214423","THE JOHN & MABLE RINGLING MUSEUM OF ART","2018","990","https://s3.amazonaws.com/irs-form-990/201913019349300811_public.xml","CATERING AND FOOD SERVICES","162335","OPJL BROTHER & SISTER LLC","1917 S OSPREY AVENUE","SARASOTA","FL","34239",NA,NA
"201810869349301126","721200790","The National World War II Museum Inc","2016","990","https://s3.amazonaws.com/irs-form-990/201810869349301126_public.xml","Construction","4973447","CM COMBS CONSTRUCTION LLC","301 HIGHWAY 21","MADISONVILLE","LA","70447",NA,NA
"201810869349301126","721200790","The National World War II Museum Inc","2016","990","https://s3.amazonaws.com/irs-form-990/201810869349301126_public.xml","Exhibit Fabrication","3205100","SOLOMON GROUP ENTERTAINMENT LLC","825 GIROD STREET","NEW ORLEANS","LA","70113",NA,NA
"201810869349301126","721200790","The National World War II Museum Inc","2016","990","https://s3.amazonaws.com/irs-form-990/201810869349301126_public.xml","Architect","1513610","VOORSANGER MATHES LLC","201 ST CHARLES AVENUE","NEW ORLEANS","LA","70170",NA,NA
"201810869349301126","721200790","The National World War II Museum Inc","2016","990","https://s3.amazonaws.com/irs-form-990/201810869349301126_public.xml","Insurance","1264195","LOCKTON COMPANIES LLC","5847 SAN FELIPE Suite 320","Houston","TX","77057",NA,NA
"201810869349301126","721200790","The National World War II Museum Inc","2016","990","https://s3.amazonaws.com/irs-form-990/201810869349301126_public.xml","Museum Planning and Design","507936","GALLAGHER & ASSOCIATES LLC","8665 GEORGIA AVENUE","SILVER SPRING","MD","20910",NA,NA
"201702639349300320","430654866","Missouri Historical Society","2016","990","https://s3.amazonaws.com/irs-form-990/201702639349300320_public.xml","Construction/Renovation/Professional Ser","2676687","BSI Constructors Inc","6767 Southwest Avenue","St Louis","MO","63143",NA,NA
"201702639349300320","430654866","Missouri Historical Society","2016","990","https://s3.amazonaws.com/irs-form-990/201702639349300320_public.xml","Professional Services","1129947","Mackey Mitchell Architects","900 Spruce St 500","St Louis","MO","63102",NA,NA
"201702639349300320","430654866","Missouri Historical Society","2016","990","https://s3.amazonaws.com/irs-form-990/201702639349300320_public.xml","Assembly and removal of Exhibits","215423","United Construction Enterprises Co","12747 Olive Blvd","St Louis","MO","63141",NA,NA
"201702639349300320","430654866","Missouri Historical Society","2016","990","https://s3.amazonaws.com/irs-form-990/201702639349300320_public.xml","Electrical Lighting Installation","188794","TPI","10866 Midwest Industrial Blvd","St Louis","MO","63132",NA,NA
"201702639349300320","430654866","Missouri Historical Society","2016","990","https://s3.amazonaws.com/irs-form-990/201702639349300320_public.xml","Food Service","170680","Butler's Pantry","1414 Park Avenue","St Louis","MO","63104",NA,NA
"202101339349302495","136162659","American Museum of Natural History","2019","990","https://s3.amazonaws.com/irs-form-990/202101339349302495_public.xml","CONSTRUCTION SERVICE","53917619",NA,"100 PARK AVENUE 18TH FLOOR","NEW YORK","NY","10036","TISHMAN INTERIORS CORPORATION",NA
"202101339349302495","136162659","American Museum of Natural History","2019","990","https://s3.amazonaws.com/irs-form-990/202101339349302495_public.xml","Restaurant Mgt","5144974",NA,"36 West 44th Street","NEW YORK","NY","10036","RESTAURANT ASSOCIATES",NA
"202101339349302495","136162659","American Museum of Natural History","2019","990","https://s3.amazonaws.com/irs-form-990/202101339349302495_public.xml","CONSTRUCTION SERVICE","4424084",NA,"241-02 Northern Blvd 3rd Fl","DOUGLASTON","NY","11362","TRYSTATE MECHANICAL INC",NA
"202101339349302495","136162659","American Museum of Natural History","2019","990","https://s3.amazonaws.com/irs-form-990/202101339349302495_public.xml","exhibit fabricator","4218622",NA,"7000 Commerce Pkwy","MT LAUREL","NJ","08054","KUBIK MALTBIE INC",NA
"202101339349302495","136162659","American Museum of Natural History","2019","990","https://s3.amazonaws.com/irs-form-990/202101339349302495_public.xml","CONSTRUCTION SERVICE","3609841",NA,"One New York Plaza Suite 4200","NEW YORK","NY","10004","DAVIS BRODY BOND",NA
"201613209349312216","382144402","THE KALAMAZOO AVIATION HISTORY MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201613209349312216_public.xml","JANITORIAL SERVICES","134776","KAL KLEEN","3344 RAVINE RD","KALAMAZOO","MI","49006",NA,NA
"201641979349301024","390806316","MILWAUKEE ART MUSEUM INC","2014","990","https://s3.amazonaws.com/irs-form-990/201641979349301024_public.xml","CONSTRUCTION","7933708","HUNZINGER CONSTRUCTION COMPANY","21100 ENTERPRISE AVE","BROOKFIELD","WI","53045",NA,NA
"201641979349301024","390806316","MILWAUKEE ART MUSEUM INC","2014","990","https://s3.amazonaws.com/irs-form-990/201641979349301024_public.xml","CONSTRUCTION","3554265","OWNER DIRECT LLC","21100 ENTERPRISE AVE","BROOKFIELD","WI","53045",NA,NA
"201641979349301024","390806316","MILWAUKEE ART MUSEUM INC","2014","990","https://s3.amazonaws.com/irs-form-990/201641979349301024_public.xml","CONSTRUCTION","873236","HGA","PO BOX 86","MINNEAPOLIS","MN","554861861",NA,NA
"201641979349301024","390806316","MILWAUKEE ART MUSEUM INC","2014","990","https://s3.amazonaws.com/irs-form-990/201641979349301024_public.xml","GALLERY SERVICES","294012","ALBRIGHT-KNOX ART GALLERY","PO BOX 8000","BUFFALO","NY","14267",NA,NA
"201641979349301024","390806316","MILWAUKEE ART MUSEUM INC","2014","990","https://s3.amazonaws.com/irs-form-990/201641979349301024_public.xml","ELECTRIC SERVICES","276852","PIEPER ELECTRIC INC","5070 NORTH 35TH STREET","MILWAUKEE","WI","53209",NA,NA
"202021959349301742","136162659","American Museum of Natural History","2018","990","https://s3.amazonaws.com/irs-form-990/202021959349301742_public.xml","CONSTRUCTION SERVICE","11309634",NA,"100 PARK AVENUE 18TH FLOOR","NEW YORK","NY","10036","TISHMAN INTERIORS CORPORATION",NA
"202021959349301742","136162659","American Museum of Natural History","2018","990","https://s3.amazonaws.com/irs-form-990/202021959349301742_public.xml","RESTAURANT MGT","8850562",NA,"36 WEST 44TH STREET","NEW YORK","NY","10036","RESTAURANT ASSOCIATES",NA
"202021959349301742","136162659","American Museum of Natural History","2018","990","https://s3.amazonaws.com/irs-form-990/202021959349301742_public.xml","CONSTRUCTION SERVICE","7680131",NA,"ONE NEW YORK PLAZA SUITE 4200","NEW YORK","NY","10004","DAVIS BRODY BOND",NA
"202021959349301742","136162659","American Museum of Natural History","2018","990","https://s3.amazonaws.com/irs-form-990/202021959349301742_public.xml","CONSTRUCTION SERVICE","6603411",NA,"9-15 38TH AVENUE","LONG ISLAND CITY","NY","11101","NORTHERN BAY CONTRACTORS INC",NA
"202021959349301742","136162659","American Museum of Natural History","2018","990","https://s3.amazonaws.com/irs-form-990/202021959349301742_public.xml","CONSTRUCTION SERVICE","4855386",NA,"333 WEST 52ND STREET 6TH FLOOR","NEW YORK","NY","10019","ZUBATKIN OWNER REPRESENTATION LLC",NA
"201921339349304747","381359510","THE DETROIT INSTITUTE OF ARTS","2017","990","https://s3.amazonaws.com/irs-form-990/201921339349304747_public.xml","MANAGEMENT OF FOOD SERVICE","2125488","SODEXO INC AND AFFILIATES","4880 PAYSPHERE CIRCLE","CHICAGO","IL","60674",NA,NA
"201921339349304747","381359510","THE DETROIT INSTITUTE OF ARTS","2017","990","https://s3.amazonaws.com/irs-form-990/201921339349304747_public.xml","CONSTRUCTION","604082","KASCO INC","226 E HUDSON","ROYAL OAK","MI","48067",NA,NA
"201921339349304747","381359510","THE DETROIT INSTITUTE OF ARTS","2017","990","https://s3.amazonaws.com/irs-form-990/201921339349304747_public.xml","SECURITY AGENCY PERSONNEL","509014","PRUDENTIAL SECURITY INC","20600 EUREKA RD SUITE 900","TAYLOR","MI","48180",NA,NA
"201921339349304747","381359510","THE DETROIT INSTITUTE OF ARTS","2017","990","https://s3.amazonaws.com/irs-form-990/201921339349304747_public.xml","CONSTRUCTION","485952","STONERIDGE CONSTRUCTION","21840 WYOMING PLACE","OAK PARK","MI","48237",NA,NA
"201921339349304747","381359510","THE DETROIT INSTITUTE OF ARTS","2017","990","https://s3.amazonaws.com/irs-form-990/201921339349304747_public.xml","EVENT CONSULTANT","437410","DAVID MONN LLC","135 W 27TH STREET 2ND FLOOR","NEW YORK","NY","10001",NA,NA
"201941349349310519","112548304","STONY BROOK RADIOLOGY","2017","990","https://s3.amazonaws.com/irs-form-990/201941349349310519_public.xml","CONSULTING","106770",NA,NA,NA,NA,NA,"DEBORAH ANN SCIBELLI",""
