"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SR_02_RLTD_ORG_EIN","SR_02_RLTD_ORG_PRIMARY_ACT","SR_02_RLTD_ORG_DMCL_STATE","SR_02_RLTD_ORG_EXEMPT_CODE","SR_02_RLTD_ORG_PCSTAT","SR_02_RLTD_ORG_CTRL_NA","SR_02_RLTD_ORG_CTRL_512_X","SR_02_RLTD_ORG_NAME_L1","SR_02_RLTD_ORG_ADDR_L1","SR_02_RLTD_ORG_ADDR_CITY","SR_02_RLTD_ORG_ADDR_STATE","SR_02_RLTD_ORG_ADDR_ZIP","SR_02_RLTD_ORG_NAME_L1.1","SR_02_RLTD_ORG_NAME_L2","SR_02_RLTD_ORG_DMCL_CNTR","SR_02_RLTD_ORG_ADDR_L1.1","SR_02_RLTD_ORG_ADDR_CITY.1","SR_02_RLTD_ORG_ADDR_STATE.1","SR_02_RLTD_ORG_ADDR_CNTR","SR_02_RLTD_ORG_ADDR_ZIP.1"
"201201369349305510","150565616","ROBERSON MEMORIAL INC","2010","990","https://s3.amazonaws.com/irs-form-990/201201369349305510_public.xml","166333933","PROVIDING FINANCIAL ASSISTANCE TO ROBERSON MEMORIAL","NY","501(C)(3)","7",NA,"false","THE ROBERSON FOUNDATION","30 FRONT ST","BINGHAMTON","NY","13905","NA",NA,NA,NA,NA,NA,NA,NA
"201602989349301400","237164969","ASSOCIATION OF ART MUSEUM DIRECTORS","2015","990","https://s3.amazonaws.com/irs-form-990/201602989349301400_public.xml","581348532","EDUCATION","GA",NA,"Line 7","N/A","0","ASSOC OF ART MUSEUM DIRECTORS EDUC FNDTN","120 EAST 56TH STREET - SUITE 520","NEW YORK","NY","10022",NA,NA,NA,NA,NA,NA,NA,NA
"201902689349300410","161574467","ROGER TORY PETERSON INSTITUTE","2018","990","https://s3.amazonaws.com/irs-form-990/201902689349300410_public.xml","112724904","EDUCATION","NY","501C3","7","N/A","false","ROGER TORY PETERSON INST NAT'L HIST","311 CURTIS STREET","JAMESTOWN","NY","14701",NA,NA,NA,NA,NA,NA,NA,NA
"201441349349307729","841511730","Wildlife Experience Inc","2013","990","https://s3.amazonaws.com/irs-form-990/201441349349307729_public.xml","203281112","To support the mission of The Wildlife Experience","CO","501(c)(3)","Line 11a, I","N/A","0","TWE Foundation","10035 South Peoria Street","Parker","CO","80134",NA,NA,NA,NA,NA,NA,NA,NA
"201910359349301266","630644957","MUSEUM BOARD OF THE CITY OF HUNTSVILLE","2017","990","https://s3.amazonaws.com/irs-form-990/201910359349301266_public.xml","636001296","INSTRUMENTALITY","AL",NA,NA,NA,"false","CITY OF HUNTSVILLE","308 FOUNTAIN CIRCLE","HUNTSVILLE","AL","35801","NA",NA,NA,NA,NA,NA,NA,NA
"202031829349300323","521088781","NATIONAL INVENTORS HALL OF FAME SELECTION","2019","990","https://s3.amazonaws.com/irs-form-990/202031829349300323_public.xml","341580038","MANAGES ORGAN","OH","501(c)3",NA,NA,"false","NATIONAL INVENTORS HALL OF FAME INC","3701 HIGHLAND PARK NW","NORTH CANTON","OH","44720",NA,NA,NA,"117 CENTREPOINTE DR SUITE 350","OTTAWA","ON","CA","K2G 5X3"
"202031829349300323","521088781","NATIONAL INVENTORS HALL OF FAME SELECTION","2019","990","https://s3.amazonaws.com/irs-form-990/202031829349300323_public.xml",NA,"EDUCATION",NA,NA,NA,NA,"false","NATIONAL INVENTORS HALL OF FAME (CANADA)","3701 HIGHLAND PARK NW","NORTH CANTON","OH","44720",NA,NA,"CA","117 CENTREPOINTE DR SUITE 350","OTTAWA","ON","CA","K2G 5X3"
"201232929349300218","042203829","LONGYEAR FOUNDATION","2011","990","https://s3.amazonaws.com/irs-form-990/201232929349300218_public.xml","208069837","TO OWN, PRESERVE AND MAINTAIN 400 BEACON STREET PROPERTY.","MA","501(C)(3)","LINE 11A, I",NA,"0","FOUR HUNDRED BEACON CORP","1125 BOYLSTON STREET","CHESTNUT HILL","MA","02467",NA,NA,NA,NA,NA,NA,NA,NA
"201631379349303038","953366309","RAYMOND M ALF MUSEUM OF","2014","990","https://s3.amazonaws.com/irs-form-990/201631379349303038_public.xml","951856591","SCHOOL","CA","501C3","2",NA,"false","THE WEBB SCHOOLS","1175 W BASELINE ROAD","CLAREMONT","CA","91711","NA",NA,NA,NA,NA,NA,NA,NA
"201631379349303038","953366309","RAYMOND M ALF MUSEUM OF","2014","990","https://s3.amazonaws.com/irs-form-990/201631379349303038_public.xml","201554974","SEE PT VII","CA","501C3","11A",NA,"false","THE WEBB SCHOOLS REAL ESTATE FUND","1175 W BASELINE ROAD","CLAREMONT","CA","91711","THE WEBB S",NA,NA,NA,NA,NA,NA,NA
"201943019349300344","870275715","SPRINGVILLE MUSEUM OF ART","2018","990","https://s3.amazonaws.com/irs-form-990/201943019349300344_public.xml",NA,NA,"UT","GOV",NA,"N/A","false","SPRINGVILLE CITY","110 SOUTH MAIN","SPRINGVILLE","UT","84663",NA,NA,NA,NA,NA,NA,NA,NA
"201311339349304006","752307639","FORT WORTH MODERN ART MUSEUM ASSOCIATION","2011","990","https://s3.amazonaws.com/irs-form-990/201311339349304006_public.xml","751107061","ACQUIRES A COLLECTION OF WORKS OF MODERN ART","TX","501(C)(3)","LINE 7",NA,"0","FORT WORTH ART ASSOCIATION","3200 DARNELL STREET","FORT WORTH","TX","76107","FORT WORTH ART ASSOCIATION",NA,NA,NA,NA,NA,NA,NA
"201521359349305452","300198991","HOUSTON MASONIC LIBRARY AND MUSEUM FOUNDATION","2013","990","https://s3.amazonaws.com/irs-form-990/201521359349305452_public.xml","740485611","MASONIC LODGE","TX","501(C)(8) & (C)(10)",NA,NA,"1","ANCIENT FREE AND ACCEPTED MASONS OF 329 GRAY","PO BOX 941771","HOUSTON","TX","77094",NA,NA,NA,NA,NA,NA,NA,NA
"202001199349300300","860072608","PHOENIX ART MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/202001199349300300_public.xml","860765761","FINANCIAL SUPPORT OF PHOENIX ART MUSEUM","AZ","501(C)(3)","LINE 12A, I",NA,"1","PHOENIX ART MUSEUM ENDOWMENT FUND INC","1625 N CENTRAL AVENUE","PHOENIX","AZ","85004","PHOENIX ART MUSEUM",NA,NA,NA,NA,NA,NA,NA
"202001199349300300","860072608","PHOENIX ART MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/202001199349300300_public.xml","237101528","TO BENEFIT AND RAISE AWARENESS OF PHOENIX ART MUSEUM","AZ","501(C)(3)","LINE 10",NA,"0","PHOENIX MEN'S ART COUNCIL","1625 N CENTRAL AVENUE","PHOENIX","AZ","85004","PHOENIX ART MUSEUM",NA,NA,NA,NA,NA,NA,NA
"201703199349305905","954680853","PASADENA MUSEUM OF CALIFORNIA ART","2016","990","https://s3.amazonaws.com/irs-form-990/201703199349305905_public.xml","943459267","SUPPORTING ORGANIZATION","CA","501(C)3","LINE 7","N/A","false","FRIENDS OF THE PMCA","495 E COLORADO BOULEVARD","PASADENA","CA","91101",NA,NA,NA,NA,NA,NA,NA,NA
"202011269349301556","742226522","MASONIC GRAND LODGE LIBRARY & MUSEUM OF","2018","990","https://s3.amazonaws.com/irs-form-990/202011269349301556_public.xml","740485630","FRATERNAL ORGANIZATION","TX","501(C)(8) & (C)(10)",NA,NA,"0","GRAND LODGE OF TEXAS","P O BOX 446","WACO","TX","76703",NA,NA,NA,NA,NA,NA,NA,NA
"202011269349301556","742226522","MASONIC GRAND LODGE LIBRARY & MUSEUM OF","2018","990","https://s3.amazonaws.com/irs-form-990/202011269349301556_public.xml","740688076","FRATERNAL ORGANIZATION","TX","501(C)(8) & (C)(10)",NA,NA,"0","GRAND ROYAL ARCH CHAPTER OF TEXAS","715 COLUMBUS AVENUE","WACO","TX","76701",NA,NA,NA,NA,NA,NA,NA,NA
"202011269349301556","742226522","MASONIC GRAND LODGE LIBRARY & MUSEUM OF","2018","990","https://s3.amazonaws.com/irs-form-990/202011269349301556_public.xml","746077300","FRATERNAL ORGANIZATION","TX","501(C)(8) & (C)(10)",NA,NA,"0","GRAND COUNCIL OF ROYAL AND SELECT MASTERS OF TEXAS","715 COLUMBUS AVENUE","WACO","TX","76701",NA,NA,NA,NA,NA,NA,NA,NA
"201502889349301380","060811776","Lockwood-Mathews Mansion Museum of Norwalk Inc","2014","990","https://s3.amazonaws.com/irs-form-990/201502889349301380_public.xml","030418655","Foundation for the benefit of Lockwood Mathews Mansion Museum","CT","501(c)(3)","Line 11d, III-O",NA,"0","Lockwood-Mathews Foundation Inc","45 Holly Road","New Canaan","CT","06840","No",NA,NA,NA,NA,NA,NA,NA
"202010719349300721","591709542","MUSEUM OF DISCOVERY AND SCIENCE INC","2018","990","https://s3.amazonaws.com/irs-form-990/202010719349300721_public.xml","650822020","SUPPORTMOD","FL","3","10","N/A","false","PROJECT DISCOVERY INC","401 SW 2ND STREET","FORT LAUDERDALE","FL","33312",NA,NA,NA,NA,NA,NA,NA,NA
"202010719349300721","591709542","MUSEUM OF DISCOVERY AND SCIENCE INC","2018","990","https://s3.amazonaws.com/irs-form-990/202010719349300721_public.xml","650238309","AQUARIUM","FL","3","7","N/A","false","THE NEW WORLD AQUARIUM INC","401 SW 2ND STREET","FORT LAUDERDALE","FL","33312",NA,NA,NA,NA,NA,NA,NA,NA
"201400989349300805","133376265","MUSEUM OF JEWISH HERITAGE - AMENDED RETURN","2012","990","https://s3.amazonaws.com/irs-form-990/201400989349300805_public.xml","760493072","GENEALOGY","NY","501(C)(3)","501(C)(3)",NA,"false","JEWISHGEN","36 BATTERY PLACE","NEW YORK","NY","10280","MJH",NA,NA,NA,NA,NA,NA,NA
"201400989349300805","133376265","MUSEUM OF JEWISH HERITAGE - AMENDED RETURN","2012","990","https://s3.amazonaws.com/irs-form-990/201400989349300805_public.xml","133857441","museum","NY","501(C)(3)","501(C)(3)",NA,"false","AUSCHWITZ JEWISH CENTER FOUNDATION INC","36 BATTERY PLACE","NEW YORK","NY","10280","MJH",NA,NA,NA,NA,NA,NA,NA
"201340109349300014","133376265","MUSEUM OF JEWISH HERITAGE","2011","990","https://s3.amazonaws.com/irs-form-990/201340109349300014_public.xml","760493072","GENEALOGY","NY","501(C)(3)","501(C)(3)",NA,"false","JEWISHGEN","36 BATTERY PLACE","NEW YORK","NY","10280","MJH",NA,NA,NA,NA,NA,NA,NA
"201340109349300014","133376265","MUSEUM OF JEWISH HERITAGE","2011","990","https://s3.amazonaws.com/irs-form-990/201340109349300014_public.xml","133857441","museum","NY","501(C)(3)","501(C)(3)",NA,"false","AUSCHWITZ JEWISH CENTER FOUNDATION INC","36 BATTERY PLACE","NEW YORK","NY","10280","MJH",NA,NA,NA,NA,NA,NA,NA
"201701359349303525","541775117","HAMPTON HISTORY MUSEUM ASSOCIATION","2015","990","https://s3.amazonaws.com/irs-form-990/201701359349303525_public.xml","546001336","GOVERNMENT","VA","115",NA,NA,"0","CITY OF HAMPTON","22 LINCOLN STREET","HAMPTON","VA","23669",NA,NA,NA,NA,NA,NA,NA,NA
"201632959349301053","464118590","THE WALT DISNEY FAMILY MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201632959349301053_public.xml","237425637","GRANTMAKING","CA","501(C)(3)","PF","N/A","0","THE WALT AND LILLY DISNEY FOUNDATION","PO BOX 2566","SAN ANSELMO","CA","949792566",NA,NA,NA,NA,NA,NA,NA,NA
"201632959349301053","464118590","THE WALT DISNEY FAMILY MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201632959349301053_public.xml","954635927","GRANTMAKING AND PRESERVATION OF COLLECTION ITEMS","CA","501(C)(3)","PF","N/A","0","WALT DISNEY FAMILY FOUNDATION","PRESIDIO OF SF 104 MONTGOMERY ST","SAN FRANCISCO","CA","94129",NA,NA,NA,NA,NA,NA,NA,NA
"202101109349301410","364181603","THE CHARNLEY-PERSKY HOUSE MUSEUM","2019","990","https://s3.amazonaws.com/irs-form-990/202101109349301410_public.xml","202507723","PROMOTING ARCHITECTURAL HISTORY","IL","501(C)(3)","LINE 7","N/A","0","SOCIETY OF ARCHITECTURAL HISTORIANS (NFP)","1365 N ASTOR STREET","CHICAGO","IL","60610",NA,NA,NA,NA,NA,NA,NA,NA
"201402309349300710","742288789","AUSTIN CHILDREN'S MUSEUM INC","2012","990","https://s3.amazonaws.com/irs-form-990/201402309349300710_public.xml","461002416","SUPPORT","TX","501(c)(3)","LINE 11A, I",NA,"false","AUSTIN CHILDREN'S MUSEUM HOLDINGS INC","201 COLORADO STREET","Austin","TX","787013922",NA,NA,NA,NA,NA,NA,NA,NA
"201643019349300984","272920016","PEORIA RIVERFRONT MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201643019349300984_public.xml","370818561","public museum","IL","501(c)(3)","7","N/A","0","Lakeview Museum of Arts and Science","222 SW Washington St","Peoria","IL","61602",NA,NA,NA,NA,NA,NA,NA,NA
"201643019349300984","272920016","PEORIA RIVERFRONT MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201643019349300984_public.xml","311599623","management & administration of investment portfolio for Peoria Riverfront Museum","IL","501(c)(3)","11c","N/A","0","Peoria Riverfront Museum Foundation","222 SW Washington St","Peoria","IL","61602",NA,NA,NA,NA,NA,NA,NA,NA
"201831359349311113","272199258","NEUROSCIENCE CENTERS OF FLORIDA FOUNDATION I","2016","990","https://s3.amazonaws.com/irs-form-990/201831359349311113_public.xml","651103696","MEDICAL SVS","FL","501 (C)(3)","7",NA,"false","MS CENTERS OF FLORIDA FOUNDATION INC","2150 CORAL WAY 8TH FLOOR","MIAMI","FL","33145","NA",NA,NA,NA,NA,NA,NA,NA
"201831359349311113","272199258","NEUROSCIENCE CENTERS OF FLORIDA FOUNDATION I","2016","990","https://s3.amazonaws.com/irs-form-990/201831359349311113_public.xml","452885002","MEDICAL SVS","FL","501 (C)(3)","7",NA,"false","MIAMI DADE STROKE CONSORTIUM INC","2150 CORAL WAY 8TH FLOOR","MIAMI","FL","33145","NA",NA,NA,NA,NA,NA,NA,NA
"201720179349301117","371755549","Thomas Kinkade Museum","2015","990","https://s3.amazonaws.com/irs-form-990/201720179349301117_public.xml","527046647","SUPPORTS RELIGION AND EDUCATION ACTIVITY","MD","501(C)(3)","11B","N/A","false","THE THOMAS KINKADE FOUNDATION CHARITABLE","PO BOX 393","LOS GATOS","CA","950310393",NA,NA,NA,NA,NA,NA,NA,NA
"201811319349304781","850375213","WAR EAGLES AIR MUSEUM","2017","990","https://s3.amazonaws.com/irs-form-990/201811319349304781_public.xml","856122964","SUPPORTING ORGANIZATION TO WAR EAGLES AIR MUSEUM","TX","501(C)(3)","LINE 12C, III-FI",NA,"0","WAR EAGLES AIR MUSEUM ENDOWMENT FUND","8012 AIRPORT RD","SANTA TERESA","NM","88008",NA,NA,NA,NA,NA,NA,NA,NA
"202033519349301018","581877044","NATIONAL MUSEUM OF THE MIGHTY","2019","990","https://s3.amazonaws.com/irs-form-990/202033519349301018_public.xml","753076651","F/R AND IN","GA","501","12C",NA,"false","MIGHTY EIGHTH FOUNDATION","P O BOX 1992","SAVANNAH","GA","31402","NA",NA,NA,NA,NA,NA,NA,NA
"201502279349300800","461002416","AUSTIN CHILDREN'S MUSEUM HOLDINGS INC","2013","990","https://s3.amazonaws.com/irs-form-990/201502279349300800_public.xml","742288789","SUPPORT","TX","501(C)(3)","LINE 7",NA,"false","AUSTIN CHILDREN'S MUSEUM INC","201 COLORADO STREET","AUSTIN","TX","78701","NA",NA,NA,NA,NA,NA,NA,NA
"201520719349301307","920134317","Sheldon Museum & Cultural Center Inc","2013","990","https://s3.amazonaws.com/irs-form-990/201520719349301307_public.xml","470999806","Local Government","AK",NA,NA,NA,"0","Haines Borough","PO Box 1209","Haines","AK","99827",NA,NA,NA,NA,NA,NA,NA,NA
"201541329349301814","352210117","RAHR WEST ART MUSEUM CHARITABLE FOUNDATION INC","2014","990","https://s3.amazonaws.com/irs-form-990/201541329349301814_public.xml","396005511","CITY GOVERMENT","WI",NA,"LINE 6",NA,"0","CITY OF MANITOWOC WISCONSIN","900 QUAY STREET","MANITOWOC","WI","54220",NA,NA,NA,NA,NA,NA,NA,NA
"201322279349304217","362943960","GARFIELD HERITAGE SOCIETY","2012","990","https://s3.amazonaws.com/irs-form-990/201322279349304217_public.xml","362969064","Acquiring, retoring and prserving certain agricultural Lands","IL","501(c)(3)","7",NA,NA,"CAMPTON HISTORIC LANDS INC","3NO16 GARFIELD RD PO BOX 403","LAFOX","IL","60147","NA",NA,NA,NA,NA,NA,NA,NA
"201933189349306553","850437114","GEORGIA O'KEEFFE MUSEUM","2018","990","https://s3.amazonaws.com/irs-form-990/201933189349306553_public.xml","811012846","SUPPORTING ORGANIZATION TO THE GEORGIA O'KEEFE MUSEUM","NM","501(C)(3)","LINE 12A, I",NA,"1","THE SUPPORTING ORGANIZATION FOR THE GEORGIA O'KEEFFE MUSEUM","201 JOHNSON STREET","SANTA FE","NM","87501","GEORGIA O'KEEFFE MUSEUM",NA,NA,NA,NA,NA,NA,NA
"202042879349301814","470556061","THE DURHAM MUSEUM","2019","990","https://s3.amazonaws.com/irs-form-990/202042879349301814_public.xml","201079027","PROVIDING SUPPORT FOR THE DURHAM MUSEUM","NE","501(C)3","509(A)(3)(I)",NA,"0","THE DURHAM MUSEUM FOUNDATION","801 SOUTH 10TH ST","OMAHA","NE","68108",NA,NA,NA,NA,NA,NA,NA,NA
