"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SF_01_FRGN_REG_REGION","SF_01_FRGN_REG_NUM_OFFICE","SF_01_FRGN_REG_NUM_EMPL","SF_01_FRGN_REG_ACT","SF_01_FRGN_REG_TOT_EXP","SF_01_FRGN_REG_SVC_SPECIFIC"
"202043189349302839","362167011","FIELD MUSEUM OF NATURAL HISTORY","2019","990","https://s3.amazonaws.com/irs-form-990/202043189349302839_public.xml","SUB-SAHARAN AFRICA",NA,NA,"PROGRAM SERVICES","95045","SCIENCE AND EDUCATION"
"202043189349302839","362167011","FIELD MUSEUM OF NATURAL HISTORY","2019","990","https://s3.amazonaws.com/irs-form-990/202043189349302839_public.xml","EAST ASIA & THE PACIFIC",NA,NA,"PROGRAM SERVICES","360002","PUBLIC PROGRAM"
"202043189349302839","362167011","FIELD MUSEUM OF NATURAL HISTORY","2019","990","https://s3.amazonaws.com/irs-form-990/202043189349302839_public.xml","EUROPE (ICELAND & GREENLAND)",NA,NA,"PROGRAM SERVICES","187912","PUBLIC PROGRAM"
"202043189349302839","362167011","FIELD MUSEUM OF NATURAL HISTORY","2019","990","https://s3.amazonaws.com/irs-form-990/202043189349302839_public.xml","NORTH AMERICA",NA,NA,"PROGRAM SERVICES","130556","PUBLIC PROGRAM"
"202043189349302839","362167011","FIELD MUSEUM OF NATURAL HISTORY","2019","990","https://s3.amazonaws.com/irs-form-990/202043189349302839_public.xml","SUB-SAHARAN AFRICA",NA,NA,"GRANT MAKING","32220","STIPEND FOR RESEARCH"
"202043189349302839","362167011","FIELD MUSEUM OF NATURAL HISTORY","2019","990","https://s3.amazonaws.com/irs-form-990/202043189349302839_public.xml","EAST ASIA & THE PACIFIC",NA,NA,"GRANT MAKING","8480","STIPEND FOR RESEARCH"
"202043189349302839","362167011","FIELD MUSEUM OF NATURAL HISTORY","2019","990","https://s3.amazonaws.com/irs-form-990/202043189349302839_public.xml","SOUTH AMERICA",NA,NA,"GRANT MAKING","224066","STIPEND FOR RESEARCH"
"202043189349302839","362167011","FIELD MUSEUM OF NATURAL HISTORY","2019","990","https://s3.amazonaws.com/irs-form-990/202043189349302839_public.xml","CENTRAL AMERICA & THE CARIBBEAN",NA,NA,"INVESTMENTS","77746705",NA
"202043189349302839","362167011","FIELD MUSEUM OF NATURAL HISTORY","2019","990","https://s3.amazonaws.com/irs-form-990/202043189349302839_public.xml","SOUTH ASIA",NA,NA,"PROGRAM SERVICES","6382","SCIENCE & EDUCATION"
"202043189349302839","362167011","FIELD MUSEUM OF NATURAL HISTORY","2019","990","https://s3.amazonaws.com/irs-form-990/202043189349302839_public.xml","NORTH AMERICA",NA,NA,"GRANT MAKING","29600","STIPEND FOR RESEARCH"
"202043189349302839","362167011","FIELD MUSEUM OF NATURAL HISTORY","2019","990","https://s3.amazonaws.com/irs-form-990/202043189349302839_public.xml","CENTRAL AMERICA",NA,NA,"GRANT MAKING","5480","STIPEND FOR RESEARCH"
"202043189349302839","362167011","FIELD MUSEUM OF NATURAL HISTORY","2019","990","https://s3.amazonaws.com/irs-form-990/202043189349302839_public.xml","RUSSIA & NEWLY INDEPENDENT STATES",NA,NA,"PROGRAM SERVICES","3558","SCIENCE & EDUCATION"
"202043189349302839","362167011","FIELD MUSEUM OF NATURAL HISTORY","2019","990","https://s3.amazonaws.com/irs-form-990/202043189349302839_public.xml","EUROPE",NA,NA,"GRANT MAKING","2730","STIPEND FOR RESEARCH"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","Sub-Saharan Africa","1","12","Program Services","29562","Specimen Expeditions"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","Europe (Including Iceland and Greenland)",NA,NA,"Program Services","650","Examine Specimens"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","Europe (Including Iceland and Greenland)",NA,NA,"Program Services","42021","Meetings"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","Europe (Including Iceland and Greenland)",NA,NA,"Program Services","4834","Specimen Expeditions"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","North America",NA,NA,"Program Services","6767","Meetings"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","North America",NA,NA,"Program Services","2915","Specimen Expeditions"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","South America",NA,NA,"Program Services","34641","Meetings"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","South America",NA,NA,"Program Services","7617","Specimen Expeditions"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","South Asia",NA,NA,"Program Services","32120","Meetings"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","Sub-Saharan Africa",NA,NA,"Program Services","36086","Examine Specimens"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","Sub-Saharan Africa",NA,NA,"Program Services","8614","Meetings"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","Sub-Saharan Africa",NA,NA,"Program Services","94935","Specimen Expeditions"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","Central America and the Caribbean",NA,NA,"Program Services","10778","Meetings"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","Central America and the Caribbean",NA,NA,"Program Services","13225","Specimen Expeditions"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","East Asia and the Pacific",NA,NA,"Program Services","5586","Examine Specimens"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","East Asia and the Pacific",NA,NA,"Program Services","41958","Meetings"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","East Asia and the Pacific",NA,NA,"Program Services","213424","Specimen Expeditions"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","Middle East and North Africa",NA,NA,"Program Services","10000","Meetings"
"201630909349300448","941156258","CALIFORNIA ACADEMY OF SCIENCES","2014","990","https://s3.amazonaws.com/irs-form-990/201630909349300448_public.xml","Sub-Saharan Africa",NA,NA,"Grantmaking","29413",NA
"201531339349302163","042163004","STERLING AND FRANCINE CLARK ART INSTITUTE","2013","990","https://s3.amazonaws.com/irs-form-990/201531339349302163_public.xml","EAST ASIA AND THE PACIFIC","0","0","PROGRAM SERVICES","240828","CULTURAL EXCHANGE"
"201531339349302163","042163004","STERLING AND FRANCINE CLARK ART INSTITUTE","2013","990","https://s3.amazonaws.com/irs-form-990/201531339349302163_public.xml","EUROPE","0","0","PROGRAM SERVICES","72567","CULTURAL EXCHANGE"
"201531339349302163","042163004","STERLING AND FRANCINE CLARK ART INSTITUTE","2013","990","https://s3.amazonaws.com/irs-form-990/201531339349302163_public.xml","NORTH AMERICA","0","0","PROGRAM SERVICES","3502","CULTURAL EXCHANGE"
"201531339349302163","042163004","STERLING AND FRANCINE CLARK ART INSTITUTE","2013","990","https://s3.amazonaws.com/irs-form-990/201531339349302163_public.xml","RUSSIA AND THE NEWLY INDEPENDENT STATES","0","0","PROGRAM SERVICES","4464","CULTURAL EXCHANGE"
"201531339349302163","042163004","STERLING AND FRANCINE CLARK ART INSTITUTE","2013","990","https://s3.amazonaws.com/irs-form-990/201531339349302163_public.xml","SOUTH ASIA","0","0","PROGRAM SERVICES","2372","CULTURAL EXCHANGE"
"201531339349302163","042163004","STERLING AND FRANCINE CLARK ART INSTITUTE","2013","990","https://s3.amazonaws.com/irs-form-990/201531339349302163_public.xml","SOUTH AMERICA","0","0","PROGRAM SERVICES","10687","CULTURAL EXCHANGE"
"201631329349300818","510066038","The Henry Francis du Pont Winterthur Museum Inc","2014","990","https://s3.amazonaws.com/irs-form-990/201631329349300818_public.xml","Caribbean","0","0","Investment","9775436",NA
"201831349349303183","410693915","MINNEAPOLIS SOCIETY OF FINE ARTS","2016","990","https://s3.amazonaws.com/irs-form-990/201831349349303183_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","0","0","INVESTMENTS","47470926",NA
"201511359349306586","941704765","ASIAN ART MUSEUM FOUNDATION OF SAN FRANCISCO","2013","990","https://s3.amazonaws.com/irs-form-990/201511359349306586_public.xml","CENTRAL AMERICA & THE CARIBBEAN","0","0","INVESTMENTS","26968142","NOT APPLICABLE"
"201841359349308809","350867955","Indianapolis Museum of Art Inc","2016","990","https://s3.amazonaws.com/irs-form-990/201841359349308809_public.xml","Europe (Including Iceland and Greenland)",NA,NA,"Investments","6415383","N/A"
"201841359349308809","350867955","Indianapolis Museum of Art Inc","2016","990","https://s3.amazonaws.com/irs-form-990/201841359349308809_public.xml","Central America and the Caribbean",NA,NA,"INVESTMENTS","68420240","N/A"
"201841359349308809","350867955","Indianapolis Museum of Art Inc","2016","990","https://s3.amazonaws.com/irs-form-990/201841359349308809_public.xml","North America",NA,NA,"INVESTMENTS","1546366","N/A"
"202041889349300349","111672743","THE BROOKLYN INSTITUTE OF ARTS AND SCIENCES","2018","990","https://s3.amazonaws.com/irs-form-990/202041889349300349_public.xml","Central America and the Caribbean",NA,NA,"Investments","12620079",NA
"202041889349300349","111672743","THE BROOKLYN INSTITUTE OF ARTS AND SCIENCES","2018","990","https://s3.amazonaws.com/irs-form-990/202041889349300349_public.xml","Sub-Saharan Africa",NA,NA,"Investments","1096745",NA
"201743189349307029","135562233","SOLOMON R GUGGENHEIM FOUNDATION","2016","990","https://s3.amazonaws.com/irs-form-990/201743189349307029_public.xml","East Asia and the Pacific","0","0","Program Services","924000","Traveling Exhibition, and joint venture activities"
"201743189349307029","135562233","SOLOMON R GUGGENHEIM FOUNDATION","2016","990","https://s3.amazonaws.com/irs-form-990/201743189349307029_public.xml","Europe (including Iceland and Greenland)","1","43","Program Services","12599000","Peggy Guggenheim Collection, Guggenheim Museum Bilbao, MAP Project and a feasibility study/architectural competition in Helsinki"
"201743189349307029","135562233","SOLOMON R GUGGENHEIM FOUNDATION","2016","990","https://s3.amazonaws.com/irs-form-990/201743189349307029_public.xml","Middle East and North Africa","0","0","Program Services","573000","Guggenheim Abu Dhabi"
"201743189349307029","135562233","SOLOMON R GUGGENHEIM FOUNDATION","2016","990","https://s3.amazonaws.com/irs-form-990/201743189349307029_public.xml","North America (including Canada and Mexico, but not the United States)","0","0","Program Services","377000","Art Purchases and MAP Project"
"201743189349307029","135562233","SOLOMON R GUGGENHEIM FOUNDATION","2016","990","https://s3.amazonaws.com/irs-form-990/201743189349307029_public.xml","South America","0","0","Program Services","65000","Traveling Exhibitions"
"201743189349307029","135562233","SOLOMON R GUGGENHEIM FOUNDATION","2016","990","https://s3.amazonaws.com/irs-form-990/201743189349307029_public.xml","South Asia","0","0","Speaking at Seminars or Conferences","77000","MAP Project"
"201743189349307029","135562233","SOLOMON R GUGGENHEIM FOUNDATION","2016","990","https://s3.amazonaws.com/irs-form-990/201743189349307029_public.xml","Central America and the Caribbean","0","0","Program Services","1000","Travel reimbursement"
"201743189349307029","135562233","SOLOMON R GUGGENHEIM FOUNDATION","2016","990","https://s3.amazonaws.com/irs-form-990/201743189349307029_public.xml","Central America and the Caribbean","0","0","Investments","49923000","Investments"
"201743189349307029","135562233","SOLOMON R GUGGENHEIM FOUNDATION","2016","990","https://s3.amazonaws.com/irs-form-990/201743189349307029_public.xml","Europe (including Iceland and Greenland)","0","0","Investments","14349000","Investments"
"201743189349307029","135562233","SOLOMON R GUGGENHEIM FOUNDATION","2016","990","https://s3.amazonaws.com/irs-form-990/201743189349307029_public.xml","North America (including Canada and Mexico, but not the United States)","0","0","Investments","10030000","Investments"
"202020709349300042","510254205","AMERICAN FOUNDATION FOR THE NATIONAL","2019","990","https://s3.amazonaws.com/irs-form-990/202020709349300042_public.xml","Europe (Including Iceland & Greenland) - Albania, Andorra, Austria, Belgium","0","0","GRANTS","205000",NA
"201540359349300004","042104937","SOCIETY FOR THE PRESERVATION","2013","990","https://s3.amazonaws.com/irs-form-990/201540359349300004_public.xml","CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,","0","0","INVESTMENTS","34094502",NA
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","Central America and the Caribbean",NA,NA,"Program Services","4544","EXAMINE SPECIMENS"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","Central America and the Caribbean",NA,NA,"Program Services","3294","MEETINGS"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","East Asia and the Pacific",NA,NA,"Program Services","3989","EXAMINE SPECIMENS"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","East Asia and the Pacific",NA,NA,"Program Services","22162","MEETINGS"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","East Asia and the Pacific",NA,NA,"Program Services","118295","SPECIMEN EXPEDITION"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","Europe (Including Iceland and Greenland)",NA,NA,"Program Services","249","EXAMINE SPECIMENS"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","Europe (Including Iceland and Greenland)",NA,NA,"Program Services","11176","MEETINGS"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","Europe (Including Iceland and Greenland)",NA,NA,"Program Services","439","SPECIMEN EXPEDITON"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","Middle East and North Africa",NA,NA,"Program Services","3209","EXAMINE SPECIMENS"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","North America",NA,NA,"Program Services","28544","MEETING"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","South America",NA,NA,"Program Services","8680","EXAMINE SPECIMENS"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","South America",NA,NA,"Program Services","810","MEETING"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","South Asia",NA,NA,"Program Services","88","EXAMINE SPECIMENS"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","South Asia",NA,NA,"Program Services","4382","MEETING"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","Sub-Saharan Africa",NA,NA,"Program Services","121717","EXAMINE SPECIMENS"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","Sub-Saharan Africa",NA,NA,"Program Services","2881","MEETING"
"201701329349307655","941156258","CALIFORNIA ACADEMY OF SCIENCES","2015","990","https://s3.amazonaws.com/irs-form-990/201701329349307655_public.xml","Sub-Saharan Africa","1",NA,"Program Services","4744","SPECIMEN EXPEDITION"
"202041959349303519","131624100","MUSEUM OF MODERN ART","2018","990","https://s3.amazonaws.com/irs-form-990/202041959349303519_public.xml","Central America and the Caribbean","0","0","Investments","121445164",NA
"202041959349303519","131624100","MUSEUM OF MODERN ART","2018","990","https://s3.amazonaws.com/irs-form-990/202041959349303519_public.xml","Europe (including Iceland and Greenland)","0","0","Investments","18105945",NA
"202041959349303519","131624100","MUSEUM OF MODERN ART","2018","990","https://s3.amazonaws.com/irs-form-990/202041959349303519_public.xml","Middle East and North Africa","0","0","Investments","9697",NA
"201801349349307400","951643375","SAN DIEGO SOCIETY OF NATURAL HISTORY","2016","990","https://s3.amazonaws.com/irs-form-990/201801349349307400_public.xml","NORTH AMERICA","0","0","PROGRAM SERVICE","5512","SCIENTIFIC RESEARCH"
"201801349349307400","951643375","SAN DIEGO SOCIETY OF NATURAL HISTORY","2016","990","https://s3.amazonaws.com/irs-form-990/201801349349307400_public.xml","EAST ASIA AND THE PACIFIC","0","0","PROGRAM SERVICE","12268","EXHIBITIONS"
"201801349349307400","951643375","SAN DIEGO SOCIETY OF NATURAL HISTORY","2016","990","https://s3.amazonaws.com/irs-form-990/201801349349307400_public.xml","NORTH AMERICA","0","0","PROGRAM SERVICE","9187","EDUCATION"
"201801349349307400","951643375","SAN DIEGO SOCIETY OF NATURAL HISTORY","2016","990","https://s3.amazonaws.com/irs-form-990/201801349349307400_public.xml","EAST ASIA AND THE PACIFIC","0","0","PROGRAM SERVICE","515","SCIENTIFIC RESEARCH"
"201221369349302482","042103607","MUSEUM OF FINE ARTS","2010","990","https://s3.amazonaws.com/irs-form-990/201221369349302482_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","0","0","INVESTMENT","76796906","N/A"
"202013189349312461","300833462","TMT International Observatory LLC","2019","990","https://s3.amazonaws.com/irs-form-990/202013189349312461_public.xml","North America","0","4","Program Services","667414","PROGRAM DEVELOPMENT"
"202013189349312461","300833462","TMT International Observatory LLC","2019","990","https://s3.amazonaws.com/irs-form-990/202013189349312461_public.xml","Europe (Including Iceland and Greenland)","0","4","Program Services","484399","PROGRAM DEVELOPMENT"
"202001689349301245","131624012","The Frick Collection","2018","990","https://s3.amazonaws.com/irs-form-990/202001689349301245_public.xml","Europe","0","0","Attend/speak @ conference","15000",NA
"202001689349301245","131624012","The Frick Collection","2018","990","https://s3.amazonaws.com/irs-form-990/202001689349301245_public.xml","Cntrl Amer.& Caribbean","0","0","Investment","57727775",NA
"202001689349301245","131624012","The Frick Collection","2018","990","https://s3.amazonaws.com/irs-form-990/202001689349301245_public.xml","Europe","0","0","Program Services","121400","Educational Research Travel"
"201701359349307750","133376265","MUSEUM OF JEWISH HERITAGE","2015","990","https://s3.amazonaws.com/irs-form-990/201701359349307750_public.xml","Europe (Including Iceland and Greenland)",NA,NA,"Program Services","146262","FASPE"
"201103189349304805","237182582","AMERICAN FRIENDS OF THE ISRAEL MUSEUM","2010","990","https://s3.amazonaws.com/irs-form-990/201103189349304805_public.xml","Middle East and North Africa","0","0","Grantmaking","21105002","GRANTMAKING"
"201601679349300105","611581548","Clyfford Still Museum Foundation","2015","990","https://s3.amazonaws.com/irs-form-990/201601679349300105_public.xml","Cayman Islands","0","0","Passive Investment","15372931",NA
"201601679349300105","611581548","Clyfford Still Museum Foundation","2015","990","https://s3.amazonaws.com/irs-form-990/201601679349300105_public.xml","British Virgin Islands","0","0","Passive investment","6259544",NA
"201131339349302368","131624100","MUSEUM OF MODERN ART","2009","990","https://s3.amazonaws.com/irs-form-990/201131339349302368_public.xml","Central America and the Caribbean",NA,NA,"Investments",NA,NA
"201131339349302368","131624100","MUSEUM OF MODERN ART","2009","990","https://s3.amazonaws.com/irs-form-990/201131339349302368_public.xml","Europe (including Iceland and Greenland)",NA,NA,"Investments",NA,NA
"202121319349302897","951644606","Norton Simon Museum of Art at Pasadena","2019","990","https://s3.amazonaws.com/irs-form-990/202121319349302897_public.xml","Cen America and the Caribbean","0","0","Investments","4949321",NA
"201641339349305849","131624098","MUSEUM OF THE CITY OF NEW YORK","2014","990","https://s3.amazonaws.com/irs-form-990/201641339349305849_public.xml","CENTRAL AMERICA AND THE CARIBBEAN -","0","0","INVESTMENTS","5748311",NA
"201643169349303689","471063741","TEL AVIV MUSEUM'S AMERICAN FRIENDS INC","2015","990","https://s3.amazonaws.com/irs-form-990/201643169349303689_public.xml","TEL AVIV, ISRAEL","0","0","GRANTS TO TEL AVIV MUSEUM LOCATED IN TEL AVIV, ISRAEL","1100540","GRANTS TO TEL AVIV MUSEUM LOCATED IN TEL AVIV, ISRAEL"
"202003149349300310","540505959","Thomas Jefferson Foundation Inc","2019","990","https://s3.amazonaws.com/irs-form-990/202003149349300310_public.xml","Europe (Including Iceland and Greenland)",NA,NA,"Program Services","116726","EO-SPONSORED TRIP"
"202003149349300310","540505959","Thomas Jefferson Foundation Inc","2019","990","https://s3.amazonaws.com/irs-form-990/202003149349300310_public.xml","Central America and the Caribbean",NA,NA,"Investments","145821607",NA
"202003149349300310","540505959","Thomas Jefferson Foundation Inc","2019","990","https://s3.amazonaws.com/irs-form-990/202003149349300310_public.xml","Europe (Including Iceland and Greenland)",NA,NA,"Grantmaking","20193",NA
"201210669349301381","131624086","METROPOLITAN MUSEUM OF ART","2010","990","https://s3.amazonaws.com/irs-form-990/201210669349301381_public.xml","Europe (Including Iceland and Greenland)","0","0","Grantmaking","99468","T. ROUSSEAU FELLOWSHIP"
"201210669349301381","131624086","METROPOLITAN MUSEUM OF ART","2010","990","https://s3.amazonaws.com/irs-form-990/201210669349301381_public.xml","Central America and the Caribbean","0","0","Investments","550153021",NA
"201210669349301381","131624086","METROPOLITAN MUSEUM OF ART","2010","990","https://s3.amazonaws.com/irs-form-990/201210669349301381_public.xml","Europe (Including Iceland and Greenland)","0","0","INVESTMENTS","97419549",NA
"202041369349304474","042163004","STERLING AND FRANCINE CLARK ART","2018","990","https://s3.amazonaws.com/irs-form-990/202041369349304474_public.xml","EUROPE","0","0","PROGRAM SERVICESPROGRAM SERVICES","47002","CULTURAL EXCHANGE"
"202041369349304474","042163004","STERLING AND FRANCINE CLARK ART","2018","990","https://s3.amazonaws.com/irs-form-990/202041369349304474_public.xml","SOUTH AMERICA","0","0","PROGRAM SERVICES","2348","CULTURAL EXCHANGE"
"202041369349304474","042163004","STERLING AND FRANCINE CLARK ART","2018","990","https://s3.amazonaws.com/irs-form-990/202041369349304474_public.xml","NORTH AMERICA","0","0","PROGRAM SERVICES","2584","CULTURAL EXCHANGE"
"201131329349302308","131624012","The Frick Collection","2009","990","https://s3.amazonaws.com/irs-form-990/201131329349302308_public.xml","Europe","0","0","Program Services","232620","Educational Travel programs"
"201131329349302308","131624012","The Frick Collection","2009","990","https://s3.amazonaws.com/irs-form-990/201131329349302308_public.xml","Europe","0","0","Grant","1237","Research Travel"
"201833199349318658","910785826","MUSEUM OF FLIGHT FOUNDATION","2017","990","https://s3.amazonaws.com/irs-form-990/201833199349318658_public.xml","EAST ASIA AND THE PACIFIC","0","0","PROGRAM SERVICES",NA,"EDUCATION PROGRAMS"
"201421359349303842","231352000","THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA","2012","990","https://s3.amazonaws.com/irs-form-990/201421359349303842_public.xml","EAST ASIA AND THE PACIFIC -","0","0","PROGRAM SERVICES","92286","RESEARCH/COLLECTING"
"201421359349303842","231352000","THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA","2012","990","https://s3.amazonaws.com/irs-form-990/201421359349303842_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) -","0","0","PROGRAM SERVICES","13836","RESEARCH/COLLECTING"
