"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SK_04_BOND_ISSUE_REFERENCE_NUM","SK_04_BOND_ARB_FORM_8038_FILED_X","SK_04_BOND_ARB_REBATE_NOT_DUE_X","SK_04_BOND_ARB_REBATE_EXCEPT_X","SK_04_BOND_ARB_NO_REBATE_DUE_X","SK_04_BOND_ARB_VAR_RATE_ISSUE_X","SK_04_BOND_ARB_HEDGE_IDENTIFY_X","SK_04_BOND_ARB_GIC_INVESTED_X","SK_04_BOND_ARB_PROCEED_INVEST_X","SK_04_BOND_ARB_WRITTEN_PROC_X","SK_04_BOND_ARB_HEDGE_TERM","SK_04_BOND_ARB_HEDGE_INTEGRATE_X","SK_04_BOND_ARB_HEDGE_TERMINATE_X","SK_04_BOND_ARB_HEDGE_NAME_L1","SK_04_BOND_ARB_GIC_TERM","SK_04_BOND_ARB_GIC_SAFE_HARBOR_X","SK_04_BOND_ARB_HEDGE_NAME_L1.1"
"201500489349300045","951855640","MUSEUM OF CONTEMPORARY ART SAN DIEGO","2013","990","https://s3.amazonaws.com/irs-form-990/201500489349300045_public.xml","A","0","0","0","0","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA
"201241359349305074","042103993","THE CHILDRENS MUSEUM","2010","990","https://s3.amazonaws.com/irs-form-990/201241359349305074_public.xml",NA,"0",NA,"0",NA,"1","1","0","0",NA,"10.000000000000","0","0","CITIZENS BANK",NA,NA,NA
"202003219349304595","311139447","EITELJORG MUSEUM OF AMERICAN INDIANS","2019","990","https://s3.amazonaws.com/irs-form-990/202003219349304595_public.xml","A","0","0","1","0","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA
"201940469349301014","410706172","SCIENCE MUSEUM OF MINNESOTA","2017","990","https://s3.amazonaws.com/irs-form-990/201940469349301014_public.xml","A","0","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","A","true",NA,NA,NA,"true","false","true","true","true",NA,NA,NA,"0","3.4","true","SEE PART VI"
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","B","false",NA,NA,"true","true","false","true","true","true",NA,NA,NA,"0","1.95","true","ROYAL BANK OF CANADA"
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","C","false",NA,NA,"true","false","false","false","true","true",NA,NA,NA,"0",NA,NA,"0"
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","D","false",NA,"true",NA,"false","false","false","false","true",NA,NA,NA,"0",NA,NA,"0"
"201733569349300633","366154098","MUSEUM OF CONTEMPORARY ART","2016","990","https://s3.amazonaws.com/irs-form-990/201733569349300633_public.xml","A","1",NA,NA,NA,"1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA
"201931359349308588","470920831","The Contemporary Jewish Museum","2017","990","https://s3.amazonaws.com/irs-form-990/201931359349308588_public.xml","A","false","false","false","true","true","true","false","false","true","20.","false","false","Bank of America NA",NA,NA,"0"
"201411349349306501","020223322","Currier Museum of Art","2012","990","https://s3.amazonaws.com/irs-form-990/201411349349306501_public.xml","A","0","0","0","1","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"201702449349300025","580610074","TELFAIR MUSEUM OF ART INC","2016","990","https://s3.amazonaws.com/irs-form-990/201702449349300025_public.xml","A","1",NA,NA,NA,"1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA
"201603089349302270","362167011","FIELD MUSEUM OF NATURAL HISTORY","2015","990","https://s3.amazonaws.com/irs-form-990/201603089349302270_public.xml","A","0","1","1","0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"201130429349300903","042104327","THE INSTITUTE OF CONTEMPORARY ART INC","2009","990","https://s3.amazonaws.com/irs-form-990/201130429349300903_public.xml",NA,"0",NA,"0",NA,"1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"201221369349302482","042103607","MUSEUM OF FINE ARTS","2010","990","https://s3.amazonaws.com/irs-form-990/201221369349302482_public.xml",NA,"0",NA,"0",NA,"1","1","0","0",NA,"20.000000000000","0","0","BANK OF AMERICA",NA,NA,NA
"201111409349300701","530204620","The Phillips Collection","2009","990","https://s3.amazonaws.com/irs-form-990/201111409349300701_public.xml",NA,"0",NA,"0",NA,"1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"201420489349300132","841366092","MUSEUM OF CONTEMPORARY ART DENVER","2012","990","https://s3.amazonaws.com/irs-form-990/201420489349300132_public.xml","A","false","false","false","false","false","false","false","false","false",NA,NA,NA,NA,NA,NA,NA
"201101339349300220","042103607","Museum of Fine Arts","2009","990","https://s3.amazonaws.com/irs-form-990/201101339349300220_public.xml",NA,"0",NA,"0",NA,"1","1","0","0",NA,"20.000000000000",NA,NA,"Bank of America",NA,NA,NA
"202031489349300908","360895575","CHICAGO ACADEMY OF SCIENCES","2018","990","https://s3.amazonaws.com/irs-form-990/202031489349300908_public.xml","A","0","0","1","0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"201323179349304342","580610074","TELFAIR MUSEUM OF ART INC","2012","990","https://s3.amazonaws.com/irs-form-990/201323179349304342_public.xml","A","1",NA,NA,NA,"1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA
"201400559349300805","510066038","The Henry Francis du Pont Winterthur Museum Inc","2012","990","https://s3.amazonaws.com/irs-form-990/201400559349300805_public.xml","A","0","0","1","0","1","1","0","0","0","7.000000000000","1","0","Wells Fargo Bank NA",NA,NA,NA
"202043219349321079","521382926","NATIONAL LAW ENFORCEMENT OFFICERS","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349321079_public.xml","A","0","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"202043219349321079","521382926","NATIONAL LAW ENFORCEMENT OFFICERS","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349321079_public.xml","B","0","1","0","0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"202043219349321079","521382926","NATIONAL LAW ENFORCEMENT OFFICERS","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349321079_public.xml","C","0","0","0","1","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"201622289349304117","540541801","THE MARINERS' MUSEUM","2014","990","https://s3.amazonaws.com/irs-form-990/201622289349304117_public.xml","A","0","1","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA
"202023189349311082","464118590","THE WALT DISNEY FAMILY MUSEUM","2019","990","https://s3.amazonaws.com/irs-form-990/202023189349311082_public.xml","A","0","1","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"202043219349310094","620753887","COUNTRY MUSIC FOUNDATION INC","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349310094_public.xml","A","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA
"201840129349300349","951880698","Catalina Island Museum","2016","990","https://s3.amazonaws.com/irs-form-990/201840129349300349_public.xml","A","0","0","0","0","1","0","0","0","0",NA,NA,NA,NA,NA,NA,NA
"201541349349305244","770507525","COMPUTER HISTORY MUSEUM","2013","990","https://s3.amazonaws.com/irs-form-990/201541349349305244_public.xml","A","0","1","1","0","1","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"201441019349300134","951643375","SAN DIEGO SOCIETY OF NATURAL HISTORY","2012","990","https://s3.amazonaws.com/irs-form-990/201441019349300134_public.xml","A","false","false","false","false",NA,"false","false","false",NA,NA,NA,NA,NA,NA,NA,NA
"201111369349305511","526000162","THE BALTIMORE MUSEUM OF ART","2009","990","https://s3.amazonaws.com/irs-form-990/201111369349305511_public.xml",NA,"0",NA,"0",NA,"1","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA
"201801309349302580","042104334","ISABELLA STEWART GARDNER MUSEUM INC","2016","990","https://s3.amazonaws.com/irs-form-990/201801309349302580_public.xml","A","1",NA,NA,NA,"0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"201801309349302580","042104334","ISABELLA STEWART GARDNER MUSEUM INC","2016","990","https://s3.amazonaws.com/irs-form-990/201801309349302580_public.xml","B","0","1","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"201841349349304259","131624100","MUSEUM OF MODERN ART","2016","990","https://s3.amazonaws.com/irs-form-990/201841349349304259_public.xml","A","0","1","0","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"201201369349304685","311620682","MONTPELIER FOUNDATION INC","2011","990","https://s3.amazonaws.com/irs-form-990/201201369349304685_public.xml",NA,"0",NA,"0",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"201611249349301406","043684531","THE MALTZ MUSEUM OF JEWISH HERITAGE","2014","990","https://s3.amazonaws.com/irs-form-990/201611249349301406_public.xml","A","0","1","1","0","1","0","0","0","1",NA,NA,NA,"NA",NA,"0",NA
"201521349349303132","043684531","THE MALTZ MUSEUM OF JEWISH HERITAGE","2013","990","https://s3.amazonaws.com/irs-form-990/201521349349303132_public.xml","A","0","0","1","0","1","1","0","0","0","30.000000000000","0","0","JP MORGAN",NA,"0","NA"
"201331349349306823","042103607","MUSEUM OF FINE ARTS","2011","990","https://s3.amazonaws.com/irs-form-990/201331349349306823_public.xml",NA,"0",NA,"0",NA,"1","1","0","0",NA,"20.000000000000","0","0","BANK OF AMERICA",NA,NA,NA
"201930819349300108","043684531","THE MALTZ MUSEUM OF JEWISH HERITAGE","2017","990","https://s3.amazonaws.com/irs-form-990/201930819349300108_public.xml","A","0","1","1","0","1","0","0","0","1",NA,NA,NA,"NA",NA,"0",NA
"201242269349300644","530206027","Smithsonian Institution","2010","990","https://s3.amazonaws.com/irs-form-990/201242269349300644_public.xml",NA,"0",NA,"0",NA,"1","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"201242269349300644","530206027","Smithsonian Institution","2010","990","https://s3.amazonaws.com/irs-form-990/201242269349300644_public.xml",NA,"0",NA,"0",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"201433459349300308","221487582","THE MONTCLAIR ART MUSEUM","2013","990","https://s3.amazonaws.com/irs-form-990/201433459349300308_public.xml","A","0","0","1","0","0","0","0","0","1",NA,NA,NA,NA,NA,NA,NA
"201302269349302215","232109376","PLEASE TOUCH MUSEUM","2011","990","https://s3.amazonaws.com/irs-form-990/201302269349302215_public.xml",NA,"0",NA,"0",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA
"202141379349301414","362167725","The Art Institute of Chicago","2019","990","https://s3.amazonaws.com/irs-form-990/202141379349301414_public.xml","A","false","false","false","true","false","false","false","false","true",NA,NA,NA,NA,NA,NA,NA
"201331279349301358","362167725","The Art Institute of Chicago","2011","990","https://s3.amazonaws.com/irs-form-990/201331279349301358_public.xml",NA,"false",NA,"true",NA,"false","false","false","true",NA,NA,NA,NA,"NA",NA,NA,"NA"
"201331279349301358","362167725","The Art Institute of Chicago","2011","990","https://s3.amazonaws.com/irs-form-990/201331279349301358_public.xml",NA,"false",NA,"false",NA,"false","false","false","false",NA,NA,NA,NA,"NA",NA,NA,"NA"
"201331279349301358","362167725","The Art Institute of Chicago","2011","990","https://s3.amazonaws.com/irs-form-990/201331279349301358_public.xml",NA,"false",NA,"true",NA,"true","false","false","false",NA,NA,NA,NA,"NA",NA,NA,"NA"
"201331279349301358","362167725","The Art Institute of Chicago","2011","990","https://s3.amazonaws.com/irs-form-990/201331279349301358_public.xml",NA,"false",NA,"true",NA,"false","false","false","false",NA,NA,NA,NA,"NA",NA,NA,"NA"
