OBJECT_ID,URL,RETURN_TYPE,TAX_YEAR,ORG_NAME,ORG_ADDR_STATE,ORG_EIN,GRO_RCPT,YEAR_FORMATION,ACT_GVRN_EMPL_TOT,ACT_GVRN_VOL_TOT,REV_CONTR_TOTL_CY,REV_PROG_TOT_CY,REV_INVEST_TOT_CY,REV_OTH_CY,REV_TOT_CY,EXP_GRANT_SIMILAR_CY,EXP_BEN_PAID_MEMB_CY,EXP_SAL_ETC_CY,EXP_PROF_FUNDR_TOT_CY,EXP_OTH_CY,EXP_TOT_CY,EXP_REV_LESS_EXP_CY,NAFB_LIAB_TOT_BOY,NAFB_LIAB_TOT_EOY,NAFB_TOT_BOY,NAFB_TOT_EOY,COMP_DTK_NUM_GT_100K_HCE,COMP_DTK_NUM_GT_100K,EXEC_NAME,EXEC_TITLE,EXEC_SALARY,EXEC_HCE_FLAG
2.01723E+17,https://s3.amazonaws.com/irs-form-990/201723479349300302_public.xml,990,2016,University Health Network,Ontario,986000971,1651108098,1998,0,1670,213113473,1421275404,4609998,12109223,1651108098,18000529,0,1021453643,0,595757711,1635211883,15896215,1199321630,1196493179,346473396,353565994,0,217,PETER PISTERS,PRESIDENT AND CEO,633440,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713199349315291_public.xml,990,2016,Riverside Healthcare Association Inc Group,VA,901000718,1587791813,0,11190,763,4487330,1167452966,10401291,377873994,1560215581,13719845,0,624015219,0,942506147,1580241211,-20025630,355646528,360260136,540155089,538342735,0,790,DAVID MURON,"PRESIDENT, MEDICAL STAFF",842542,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733189349312153_public.xml,990,2016,1199SEIU NATIONAL BENEFIT FUND FOR HEALTH AND HUMAN SERVICE EMPLOYEES,NY,131628401,1555388584,1949,1412,36,0,1528492080,24781211,2115293,1555388584,0,1446916660,67671991,0,45297570,1559886221,-4497637,321125799,292511495,518821617,497967668,0,30,GUESSING: David Brodsky,EMPLOYER TRUSTEE,0,0
2.0181E+17,https://s3.amazonaws.com/irs-form-990/201810469349300606_public.xml,990,2016,Deaconess Hospital Inc,IN,350593390,1377384338,1895,5885,149,2910466,711560184,29035655,66397275,809903580,1169958,0,330500444,0,382530737,714201139,95702441,457277189,549831501,781146777,911693877,0,273,GUESSING: Shawn McCoy,CEO of Deaconess Health System,965538,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349305480_public.xml,990,2016,Children's Hospital,DC,530196580,1241414690,1870,7850,1513,87200911,1089195010,2764801,-6150154,1173010568,0,0,624798020,0,432580911,1057378931,115631637,771318094,794934106,534050388,626432194,0,1695,KURT D NEWMAN MD,PRESIDENT / CEO (CNMC),2564964,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703179349306895_public.xml,990,2016,ST FRANCIS HOSPITAL,NY,112050523,1058675055,1922,4070,439,2527193,661264060,12396146,10324449,686511848,37632877,0,310066769,0,283306829,631006475,55505373,285466325,327748455,686623571,763565059,0,919,ALAN D GUERCI MD,PRESIDENT & CEO,0,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713189349311136_public.xml,990,2016,Gundersen Lutheran Medical Center Inc,WI,390813416,997078418,1899,0,0,3585230,992124966,156193,463419,996329808,16941409,0,385543211,0,506404412,908889032,87440776,5638642,4119092,1123683409,1211124185,0,0,GUESSING: Scott Rathgaber MD,Chief Executive Officer,914361,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703209349300810_public.xml,990,2016,PRIME HEALTHCARE FOUNDATION INC,CA,208065139,945138047,2006,7354,294,65581699,757540993,3288086,49410654,875821432,6778358,0,309902255,0,473562045,790242658,85578774,120327496,324761731,635571109,727433464,0,228,PREM REDDY MD,Pres-end 1/29; C.Emr -eff 1/29,0,0
2.01743E+17,https://s3.amazonaws.com/irs-form-990/201743199349316699_public.xml,990,2016,THE VALLEY HOSPITAL INC,NJ,221487307,789999250,1925,4174,1510,9076860,678539611,16074529,8393233,712084233,0,0,306104254,0,368701073,674805327,37278906,200649384,198441909,774572033,823012997,0,660,AUDREY MEYERS,"PRESIDENT/CEO, VHS",1573731,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349305455_public.xml,990,2016,Renown Regional Medical Center,NV,880213754,773318261,1985,0,574,1379023,770498493,-244027,823734,772457223,5204949,0,260894176,0,455051792,721150917,51306306,541185980,536842871,214893996,212110435,0,114,Anthony Slonim,President (Jan-Jun)/CEO,0,0
2.01821E+17,https://s3.amazonaws.com/irs-form-990/201821349349308582_public.xml,990,2016,UCLA FOUNDATION,CA,952250801,762912964,1945,0,25,367828817,1381869,71014636,0,440225322,272691740,0,0,0,20147480,292839220,147386102,284612668,305532965,2388101816,2728898399,0,0,GUESSING: SHIRLEY WANG,CHAIR,0,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349310555_public.xml,990,2016,The Children's Aid Society,NY,135562191,670745999,1855,2667,750,23080291,83382167,26665287,1279303,134407048,3068554,0,88171254,45000,39404011,130688819,3718229,112907123,127995371,287456621,292274053,0,56,PHOEBE BOYER,President & CEO,452601,0
2.01821E+17,https://s3.amazonaws.com/irs-form-990/201821349349305152_public.xml,990,2016,THOMAS JEFFERSON UNIVERSITY,PA,231352651,605282824,1824,5352,2013,40274409,542313254,13618761,3905168,600111592,20586943,0,339907569,0,226585148,587079660,13031932,1118792360,1537884197,567114388,645763027,0,704,STEPHEN K KLASKO MD MBA,TRUSTEE-PRES/CEO TJU&JEFF HLTH,3488502,0
2.01743E+17,https://s3.amazonaws.com/irs-form-990/201743179349300929_public.xml,990,2016,Delta Dental Plan of Ohio Inc,MI,310685339,534675547,1960,0,0,0,507033738,4652202,0,511685940,0,0,66050,0,491570657,491636707,20049233,36601286,37838845,137196134,161826292,0,0,LAURA L CZELADA CPA,PRESIDENT & CHIEF EXECUTIVE OFFICER,0,0
2.0181E+17,https://s3.amazonaws.com/irs-form-990/201810449349301496_public.xml,990,2016,Raymond James Charitable Endowment Fund C/O Raymond James Trust Trustee,FL,593652538,520642198,2000,0,0,143635197,0,12286521,0,155921718,59972134,0,2682673,0,402234,63057041,92864677,2362922,4162092,311979245,426817784,0,0,GUESSING: THOMAS WILKINS,CHAIRMAN,9400,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703159349300725_public.xml,990,2016,LOS ANGELES LOMOD CORPORATION,CA,953033333,489375934,1973,34,0,471819344,17439686,108075,8829,489375934,0,0,3199659,0,474833926,478033585,11342349,589658,583523,33559193,27462779,0,1,CONNIE CALUMNAG,PRESIDENT,143991,0
2.01821E+17,https://s3.amazonaws.com/irs-form-990/201821349349307797_public.xml,990,2016,St Anthony's Medical Center,MO,430980256,460938499,1971,4127,403,796917,435715468,1248957,14211198,451972540,27714,0,223200318,0,272170432,495398464,-43425924,277133185,85548736,215574490,397151034,0,182,KELLY WETZLER,INTERIM PRESIDENT,420586,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713199349301521_public.xml,990,2016,INDIAUNIVERSITY HEALTH BLOOMINGTON INC,IN,351720796,446102199,1988,2615,165,2339133,395368539,4006689,2787479,404501840,946874,0,132555820,0,205037096,338539790,65962050,88234380,88904934,431611833,460244920,0,92,MARK E MOORE,PRESIDENT & CEO (PARTIAL YEAR),690862,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801319349301800_public.xml,990,2016,UMSJ Health System LLC,MD,462097818,440928973,2012,2833,643,2075910,434538535,0,4314528,440928973,119950,0,197345365,0,240126309,437591624,3337349,404843380,412898758,-104135410,-101455427,0,259,Thomas B Smyth,President & CEO,585961,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703189349312335_public.xml,990,2016,SOUTHEAST HOSPITAL,MO,430654874,436168693,1926,2904,189,1816958,386083106,361242,-279532,387981774,1811781,0,155697241,0,226191905,383700927,4280847,188218122,194270334,111567631,115481211,0,218,KENNETH BATEMAN,PRESIDENT/CEO,713347,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713139349303521_public.xml,990,2016,FLOWER HOSPITAL,OH,344428794,433595311,1907,1765,330,1961347,220039925,13685812,6234824,241921908,27301546,0,101546977,0,116773193,245621716,-3699808,68652668,67443641,517127293,530227319,0,35,ARTURO POLIZZI,"PRESIDENT, EX OFFICIO",0,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733189349311053_public.xml,990,2016,TRINITY MEDICAL CENTER,IL,362739299,433455740,1969,3719,717,3033696,390848336,5996717,3153856,403032605,26984341,0,183503779,0,201783266,412271386,-9238781,213962719,220380577,223282499,219624333,0,145,RICHARD SEIDLER,BOARD MEMBER/PRESIDENT/CEO,940791,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733149349302658_public.xml,990,2016,ECMC Group Inc,MN,411991995,432350521,2000,546,0,255000000,23715371,19151402,3300354,301167127,752969912,0,11761807,0,24031123,788762842,-487595715,521498122,1490275394,861424651,383206363,0,140,David L Hawn,Group CEO & President,1126896,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713179349301941_public.xml,990,2016,WISCONSIN EDUCATION ASSOCIATION INSURANCE TRUST,WI,391142212,431856530,1970,0,0,0,332258498,3015685,4598426,339872609,0,-7403776,0,0,341561914,334158138,5714471,58938290,53665697,175208179,181230743,0,0,GUESSING: Margaret Guertler,"Trustee, Vice Chair",0,0
2.01702E+17,https://s3.amazonaws.com/irs-form-990/201701729349300700_public.xml,990,2015,INDIALABORERS WELFARE FUND,IN,350923209,414400047,1953,252,14,0,77771391,6119510,18524,83909425,0,82768794,2563983,0,7245464,92578241,-8668816,12801508,15070845,238752225,233609088,0,0,GUESSING: BRIAN SHORT,TRUSTEE,0,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349306670_public.xml,990,2016,National Fish and Wildlife Foundation,DC,521384139,401957520,1984,149,33,164810925,151310133,3577762,-1946183,317752637,247662828,0,19862993,140000,34647358,302313179,15439458,1380464163,1785929895,197652170,217880211,0,50,GUESSING: JOHN V FARACI JR,"CHAIRMAN, BOARD OF DIRECTORS",0,0
2.01743E+17,https://s3.amazonaws.com/irs-form-990/201743199349316969_public.xml,990,2016,San Joaquin Community Hospital,CA,952294234,390791424,1964,2466,455,2068213,385343834,1772721,965576,390150344,318318,0,158732420,0,215270504,374321242,15829102,122237645,124458934,176211477,190581922,0,5,Beth Zachary,President/SCR,0,0
2.0181E+17,https://s3.amazonaws.com/irs-form-990/201810189349300136_public.xml,990,2016,Oregon State University Foundation,OR,936022772,378624043,1947,142,41,56332021,569792,48533881,18863548,124299242,0,0,27300105,0,75105459,102405564,21893678,81897135,91167352,615076671,659352814,0,36,J Michael Goodwin,President and CEO,576851,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349305475_public.xml,990,2016,UNIVERSITY OF HARTFORD,CT,60731360,373957356,1957,4039,150,12396423,247809259,9869785,1304126,271379593,84152221,0,106787687,10267,74348746,265298921,6080672,171813142,162167200,185333837,210397221,0,100,WALTER HARRISON,"REGENT/PRESIDENT,ENDED 6.30.17",721365,0
2.01723E+17,https://s3.amazonaws.com/irs-form-990/201723199349314502_public.xml,990,2016,CLAY ELECTRIC COOPERATIVE INC,FL,590196695,367961182,1937,501,0,0,367118075,465603,358558,367942236,0,17607487,6494551,0,343840198,367942236,0,284921853,284736687,338145759,356117027,0,80,CLYDE D HERSEY,TRUSTEE-PRESIDENT,18800,0
2.0183E+17,https://s3.amazonaws.com/irs-form-990/201830449349301708_public.xml,990,2016,Azusa Pacific University,CA,951744369,365576835,1947,5806,1600,9518533,290510093,7527227,8739684,316295537,80247217,0,161143059,41577,77452268,318884121,-2588584,198257041,189771629,161179660,173013275,0,248,Dr Jon R Wallace,President & Trustee,513818,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703189349306090_public.xml,990,2016,CRYSTAL BRIDGES-MUSEUM OF AMERICAN ART INC,AR,201359710,363582208,2004,337,605,67852798,991416,19848374,3282150,91974738,0,0,13606741,0,27353718,40960459,51014279,57144,79639,929769730,1027034552,0,10,GUESSING: ALICE L WALTON,BOARD DIRECTOR & CHAIRMAN,0,0
2.01723E+17,https://s3.amazonaws.com/irs-form-990/201723199349317267_public.xml,990,2016,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION,DC,530220586,336366371,1941,433,0,100725,216156876,4202763,22839590,243299954,4282730,7995294,87575508,0,94478362,194331894,48968060,626812,655218,195813136,246917106,0,23,PERRONE ANTHONY,INTERNATIONAL PRESIDENT,361776,0
2.01743E+17,https://s3.amazonaws.com/irs-form-990/201743139349301834_public.xml,990,2016,ELECTRICAL INDUSTRY REAL ESTATE FUND LLC,NY,800580089,333356540,2010,0,16,0,0,789779,0,789779,0,0,0,0,40479,40479,749300,5534384,4164085,22612100,22612100,0,0,GUESSING: Stephen Gianotti,Trustee,0,0
2.0183E+17,https://s3.amazonaws.com/irs-form-990/201830169349300628_public.xml,990,2016,Elon University,NC,560532303,322488854,1889,4510,2302,29577348,276420029,1430199,2062035,309489611,43699970,0,128710231,19587,96555742,268985530,40504081,194721583,253702302,498688878,564218690,0,181,Dr Leo Lambert,President,605394,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703049349301620_public.xml,990,2016,Delta Dental of Kansas Inc,KS,480793267,309340959,1972,148,0,0,296109181,1016073,7562,297132816,636225,0,11005338,0,282888435,294529998,2602818,11634989,7616699,56022892,59455962,0,21,Michael Herbert,President and CEO,424749,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349306765_public.xml,990,2016,American College of Surgeons,IL,362192800,307476702,1912,437,100,20418120,61633672,18793082,6724771,107569645,1714593,0,55299200,0,49810401,106824194,745451,211886252,218200357,346284138,378263934,0,89,COURTNEY M TOWNSEND JR,PRESIDENT (BEG. 10/15/2016),0,0
2.0181E+17,https://s3.amazonaws.com/irs-form-990/201810169349301001_public.xml,990,2016,NATIONAL FOOTBALL LEAGUE PLAYERS ASSOCIATION,DC,521169809,307084674,1956,114,0,0,35798775,6631273,41477628,83907676,85400,316671,17980991,0,22104333,40487395,43420281,13599950,12724278,297483286,355023846,0,39,ERIC WINSTON,PRESIDENT,7020,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733179349302058_public.xml,990,2016,WRIGHT-PATT CREDIT UNION INC,OH,310278870,291294107,1932,934,16,0,175859675,19772867,0,195632542,314038,0,50023640,0,105795785,156133463,39499079,2832365205,3053706615,370139905,405594564,0,42,DOUGLAS FECHER,PRESIDENT & CEO,757839,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801319349303960_public.xml,990,2016,THE COLORADO COLLEGE,CO,840402510,275789975,1874,2533,456,29596358,133992183,52101807,2610380,218300728,40093168,0,76637929,238166,69666028,186635291,31665437,229752756,226613850,832846465,901048388,0,128,JILL TIEFENTHALER,PRESIDENT,777069,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733189349302258_public.xml,990,2016,ThedaCare Regional Medical Center - Appleton Inc,WI,390824015,274425953,1958,0,362,993435,273377538,4845,50135,274425953,0,0,109352789,0,123881663,233234452,41191501,0,126948,408349943,449541444,0,76,GUESSING: DAVIS JOHN,board chair,0,0
2.01821E+17,https://s3.amazonaws.com/irs-form-990/201821349349307947_public.xml,990,2016,JOHNS HOPKINS COMMUNITY PHYSICIANS INC,MD,521467441,229832673,1986,1552,0,16581,185586705,385,44229002,229832673,3664598,0,146657277,0,79494217,229816092,16581,40219961,44309144,125899,142480,0,311,STEVEN J KRAVET MD,PRESIDENT/TRUSTEE,0,0
2.01723E+17,https://s3.amazonaws.com/irs-form-990/201723199349306837_public.xml,990,2016,COMPASS ROSE BENEFITS GROUP,VA,526048633,226661811,1948,35,0,0,223529826,468411,0,223998237,0,220840173,3330155,0,15533521,239703849,-15705612,91844934,72515190,28284054,26961197,0,7,Randy Stoughton,President,273527,0
2.01713E+17,https://s3.amazonaws.com/irs-form-990/201713179349308406_public.xml,990,2016,United Power Inc,CO,840340655,226313605,1938,195,0,0,225823771,-102454,290854,226012171,0,13898628,17586817,0,194707821,226193266,-181095,217264514,211963058,165828008,175901166,0,54,Brian McCormick,President,32475,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201732879349300213_public.xml,990,2016,HARRISON ELECTRICAL WORKERS TRUST FUND JOINT BOARD OF TRUSTEES,OR,936023048,211806543,1953,0,0,0,100889075,6046288,1219,106936582,0,97794299,0,0,3496177,101290476,5646106,47759165,55183490,129224981,139368412,0,0,GUESSING: TIMOTHY GAUTHIER,TRUSTEE,0,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733189349305463_public.xml,990,2016,CHILDREN'S HOSPITAL OF WISCONSIN FOUNDATION INC,WI,391500075,208105622,1984,50,980,20709458,0,17048022,-441109,37316371,22396845,0,4309830,142015,3469074,30317764,6998607,25363634,30742476,599870804,667645236,0,7,MARGARET TROY,DIRECTOR/CHHS PRESIDENT,0,0
2.0183E+17,https://s3.amazonaws.com/irs-form-990/201830089349301123_public.xml,990,2016,YOUTH VILLAGES INC,TN,581716970,201612488,1987,4171,800,29635044,170493355,247785,856792,201232976,0,0,137742541,0,51886867,189629408,11603568,16725764,15221586,121970340,133573908,0,44,GUESSING: MICHAEL BRUNS,CHAIR EMERITUS,0,0
2.01821E+17,https://s3.amazonaws.com/irs-form-990/201821349349308592_public.xml,990,2016,St Lukes Health System Corporation,TX,760536232,192837220,1997,2404,10,1841,117060062,61486689,5956338,184504930,1000,0,59711595,0,137439745,197152340,-12647410,758258173,824164071,1589303227,1460906469,0,194,MICHAEL MCBRIDE,MARKET PRESIDENT,796913,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703179349306890_public.xml,990,2016,CHS SERVICES INC,NY,113555766,190847297,2000,1073,0,10000,183533937,4,7303356,190847297,28620858,0,108333307,0,54810138,191764303,-917006,108728977,92682619,68357283,67440277,0,261,ALAN GUERCI MD,PRESIDENT & CEO,0,0
2.01821E+17,https://s3.amazonaws.com/irs-form-990/201821349349309987_public.xml,990,2016,LONGMONT UNITED HOSPITAL,CO,840460697,183902390,1955,1178,515,210138,181004458,494040,1819364,183528000,184318,0,87131610,0,109603106,196919034,-13391034,151085818,119941868,117190072,115927549,0,124,MITCHELL CARSON,PRESIDENT & CEO,827220,0
2.01733E+17,https://s3.amazonaws.com/irs-form-990/201733149349301873_public.xml,990,2016,MM&P HEALTH & BENEFIT FUND,MD,135565128,181623801,1950,55,0,0,55159925,3281329,0,58441254,0,57952577,2204971,0,1823308,61980856,-3539602,3395302,5461617,76430027,73576879,0,1,GUESSING: CAPT DONALD MARCUS,"TRUSTEE, CHAIRMAN",288928,0
2.01743E+17,https://s3.amazonaws.com/irs-form-990/201743199349316689_public.xml,990,2016,Parkview Community Hospital Medical Center,CA,952477294,170703770,1956,1454,5,767200,166422067,0,3514503,170703770,0,0,80438776,0,90785049,171223825,-520055,66389979,67843217,21339571,20090018,0,126,GUESSING: Stephen CarneyMD,Chairperson Board,0,0
2.0181E+17,https://s3.amazonaws.com/irs-form-990/201810169349300701_public.xml,990,2016,NEW YORK STATE UNITED TEACHERS,NY,141584772,167288498,1973,526,3000,8774391,153988045,701577,476588,163940601,724836,551504,138913849,0,55070101,195260290,-31319689,537995659,575839506,-413452883,-434751553,0,25,KAREN MAGEE,PRESIDENT,174080,0
2.01821E+17,https://s3.amazonaws.com/irs-form-990/201821349349305217_public.xml,990,2016,Renown Health,NV,942972845,165593248,1985,7950,0,334023,162562733,137575,-121408,162912923,1993370,0,94043978,0,71926220,167963568,-5050645,172956350,160980515,245455366,316422247,0,82,Anthony Slonim,President/CEO,1491905,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349310955_public.xml,990,2016,Clark Atlanta University Inc,GA,581825259,163403146,1988,1499,100,21119261,106001190,6168419,1538440,134827310,27459562,0,49567112,0,43581898,120608572,14218738,49946827,46964687,168538313,185938289,0,41,Ronald A Johnson,President,449000,0
2.018E+17,https://s3.amazonaws.com/irs-form-990/201800089349300150_public.xml,990,2016,TEXAS MEDICAL CENTER,TX,741030788,161568073,1945,176,0,1749,89168258,6086941,25035,95281983,443334,0,18469292,0,50563421,69476047,25805936,169304193,155267649,256121610,288836161,0,24,ROBERT C ROBBINS MD,PRESIDENT,1445674,0
2.01703E+17,https://s3.amazonaws.com/irs-form-990/201703189349302860_public.xml,990,2016,The Columbia Memorial Hospital,NY,141338373,160915347,1905,1677,45,2136872,154921364,357182,1942012,159357430,0,0,95440926,0,64897704,160338630,-981200,62682624,61664966,33228862,33530555,0,10,Jay P Cahalan,Pres. CEO,623841,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349309160_public.xml,990,2016,MERCY HOSPITAL ARDMORE,OK,731500629,159807632,1996,0,52,193072,156182883,72,2980545,159356572,732338,0,61740273,0,92402658,154875269,4481303,5345830,2146638,91374984,90766031,0,45,SMALLEY DIAL,"PRESIDENT, WEST COMMUNITIES",0,0
2.0183E+17,https://s3.amazonaws.com/irs-form-990/201830439349301583_public.xml,990,2016,Far Northern Coordinating Council on Developmental Disabilities,CA,941648724,157716995,1967,205,0,157601465,42956,72574,0,157716995,139457874,0,15243794,0,3015458,157717126,-131,38139391,55202211,27441,27310,0,7,0,0,0,0
2.01801E+17,https://s3.amazonaws.com/irs-form-990/201801349349309435_public.xml,990,2016,Monongahela Valley Hospital Inc,PA,237218917,155876155,1972,1219,135,1390661,138604671,1451546,634005,142080883,0,0,66005735,0,71761589,137767324,4313559,78330691,83507257,50751506,57586628,0,23,Louis J Panza Jr,President and CEO,450758,0
2.01821E+17,https://s3.amazonaws.com/irs-form-990/201821349349308997_public.xml,990,2016,WNET,NY,262810489,154441279,2008,817,87,130250919,7788979,1594150,1241772,140875820,0,0,48220720,1538900,72610604,122370224,18505596,29679850,29907634,222557626,251573913,0,151,0,0,0,0
2.01723E+17,https://s3.amazonaws.com/irs-form-990/201723109349302207_public.xml,990,2016,St Joseph Hospital,ME,10212435,150012999,1960,1376,103,15781,149407865,410823,0,149834469,0,0,71992112,0,73492465,145484577,4349892,44818277,43494176,26176875,31468618,0,75,Mary Prybylo Ex Officio,President/CEO,390722,0
2.0183E+17,https://s3.amazonaws.com/irs-form-990/201830459349301638_public.xml,990,2016,CRISTA Ministries,WA,916012289,146708444,1948,1509,7323,43768742,68025199,3388788,823106,116005835,17605117,0,56485006,1506256,39306074,114902453,1103382,39630860,38902052,101362901,103364314,0,38,Robert Lonac,Member/President/CEO,314028,0
2.01743E+17,https://s3.amazonaws.com/irs-form-990/201743179349305249_public.xml,990,2016,BloodSource Inc,CA,941231001,143519730,1948,534,320,208335,137995054,417367,322567,138943323,806355,0,62613878,0,75383771,138804004,139319,30204333,0,26030214,0,0,101,Robert Van Tuyle,President/CEO,361182,0
2.01743E+17,https://s3.amazonaws.com/irs-form-990/201743189349303164_public.xml,990,2016,NORTHWELL HEALTH FOUNDATION (FORMERLY NS-LIJ HEALTH SYSTEM FOUNDATION),NY,112965575,143460293,1988,96,0,96465809,0,1688147,-1637660,96516296,45183182,0,15233324,0,7085338,67501844,29014452,12382906,9801995,218618026,252606631,0,30,MICHAEL J DOWLING,PRESIDENT & CEO,0,0
